X,Y,Z,Flex1,Flex2,Flex3,Flex4,Flex5,X,Y,Z,Flex1,Flex2,Flex3,Flex4,Flex5,Label
7.41,2,7.81,1152,1271,118,0,1387,-8,0.16,7.22,986,1239,1667,1072,450,CAR
6.94,3.26,8.51,1168,1281,125,0,1379,-8.12,-0.08,7.81,1008,1257,1655,1087,448,CAR
6.32,-0.51,9.45,1148,1296,123,0,1379,-7.45,-0.51,8.39,976,1250,1674,1079,447,CAR
5.06,-0.35,8.98,1159,1279,118,0,1377,-6.98,-1.29,8.87,982,1246,1648,1079,447,CAR
4.16,-1.41,10.51,1152,1298,118,0,1375,-6.35,-1.41,9.1,975,1265,1667,1091,448,CAR
5.18,-1.41,9.96,1158,1286,126,0,1375,-5.61,-2.63,9.3,960,1283,1669,1084,447,CAR
6.43,-1.37,11.02,1158,1295,123,0,1394,-4.94,-2.98,9.41,967,1283,1663,1100,447,CAR
3.8,-2.9,10.4,1175,1285,125,0,1377,-5.02,-2.75,8.04,967,1290,1670,1090,448,CAR
3.73,-2.94,9.73,1152,1279,126,0,1382,-4.39,-4.39,9.49,971,1295,1688,1088,450,CAR
4.51,-2.51,9.85,1168,1277,128,0,1379,-4.55,-4.39,9.61,961,1296,1677,1097,452,CAR
4.16,-2.67,9.73,1168,1280,128,0,1405,-4.28,-4.2,9.38,973,1293,1683,1095,451,CAR
4.31,-2.59,9.92,1166,1277,125,0,1408,-4.39,-4.16,9.18,978,1275,1665,1092,451,CAR
4.47,-2.51,9.81,1097,1275,125,0,1383,-4.47,-4.24,9.34,965,1293,1673,1104,448,CAR
4.35,-2.55,9.77,1154,1283,121,0,1381,-4.35,-4.24,9.22,976,1287,1671,1100,451,CAR
5.18,-2.59,10.04,1170,1267,128,0,1371,-4.75,-4.08,9.34,970,1281,1665,1103,451,CAR
5.18,-2.35,9.89,1160,1291,121,0,1399,-4.39,-4.43,9.49,958,1296,1663,1095,449,CAR
6.83,-1.65,10.08,1157,1279,125,0,1379,-6.32,-4.35,8.98,976,1292,1680,1101,449,CAR
6.98,-1.26,9.81,1168,1285,129,0,1382,-7.69,-4.08,8.47,969,1296,1663,1093,452,CAR
7.02,-0.24,9.53,1155,1296,128,0,1398,-7.3,-3.37,8.08,971,1286,1663,1102,451,CAR
7.81,0.47,8.36,1156,1285,125,0,1377,-7.61,-2.55,7.65,979,1269,1671,1104,459,CAR
8.24,1.49,7.37,1156,1275,119,0,1379,-7.57,-1.73,7.37,972,1280,1679,1097,457,CAR
8.08,2.12,5.81,1173,1299,122,0,1390,-7.96,-0.71,6.83,986,1273,1675,1091,454,CAR
7.77,2.86,4.98,1170,1277,121,0,1375,-8.12,0.04,5.92,977,1263,1677,1094,451,CAR
7.96,3.02,4.2,1157,1302,122,0,1386,-8.04,0.75,5.3,978,1255,1669,1101,452,CAR
8.39,3.14,3.73,1168,1302,112,0,1403,-8.32,1.22,4.59,978,1229,1651,1101,448,CAR
8.28,3.18,3.37,1152,1300,109,0,1382,-8.9,1.33,3.73,996,1200,1632,1082,445,CAR
8.47,3.1,3.26,1166,1303,112,0,1390,-8.51,1.49,3.53,1002,1162,1638,1059,448,CAR
8.83,3.53,3.02,1151,1298,108,0,1376,-9.14,1.69,3.1,1009,1131,1627,1046,448,CAR
9.77,3.45,3.18,1162,1280,97,0,1379,-8.94,2.28,3.02,998,1099,1600,1041,449,CAR
9.65,3.37,2.98,1155,1294,106,0,1379,-9.41,2,3.1,989,1093,1593,1023,448,CAR
9.53,3.1,2.51,1166,1271,99,0,1376,-9.49,2.04,3.06,1007,1107,1609,1032,449,CAR
9.06,2.94,2.31,1155,1287,104,0,1382,-9.3,2.16,3.18,1013,1097,1603,1036,448,CAR
9.22,2.28,1.61,1153,1285,103,0,1373,-10.08,2.16,3.26,1011,1095,1616,1040,446,CAR
9.81,1.92,0.67,1153,1280,106,0,1392,-10,2.47,4.16,1008,1093,1611,1035,446,CAR
10.08,1.18,-0.12,1177,1296,110,0,1377,-9.65,2.31,5.02,1002,1093,1605,1038,448,CAR
11.57,1.06,-0.59,1149,1286,102,0,1377,-7.45,2.47,6.12,1002,1098,1609,1046,448,CAR
13.1,1.06,0.24,1138,1298,99,0,1378,-6,2.12,7.02,1008,1109,1617,1041,449,CAR
13.3,1.88,0.63,1160,1296,96,0,1390,-4.9,2.51,5.73,1017,1099,1613,1051,450,CAR
10.71,2.39,1.61,1185,1280,107,0,1381,-6.04,2.51,4.51,1007,1104,1616,1042,455,CAR
8.43,3.45,2.75,1173,1270,101,0,1411,-9.18,1.96,2.75,1002,1114,1607,1051,455,CAR
5.84,3.77,4.04,1152,1280,103,0,1403,-10.75,1.69,1.45,995,1103,1618,1046,451,CAR
5.02,3.53,4.31,1168,1280,106,0,1379,-11.49,2.2,0.47,1002,1111,1602,1043,451,CAR
6.08,3.33,3.53,1157,1275,103,0,1392,-12.32,1.77,1.1,994,1125,1605,1057,449,CAR
9.61,3.49,2.47,1152,1280,103,0,1401,-11.77,1.69,1.45,998,1119,1611,1051,454,CAR
10.55,2.9,0.86,1162,1325,102,0,1390,-10.9,2.04,2.59,1002,1113,1611,1049,452,CAR
11.1,2.71,0.27,1176,1275,105,0,1392,-8.9,2.51,4.43,995,1104,1622,1053,450,CAR
12.87,2.43,0.35,1157,1294,107,0,1382,-7.02,2.55,5.22,1011,1102,1616,1047,453,CAR
13.3,2.16,0.63,1145,1281,110,0,1394,-5.65,2.39,5.57,999,1111,1605,1049,456,CAR
12.55,2.79,1.14,1172,1287,109,0,1387,-5.3,2.47,4.98,997,1127,1605,1073,455,CAR
10.83,3.69,2.04,1164,1301,103,0,1398,-7.37,2.24,4.24,1002,1122,1615,1057,457,CAR
7.81,3.37,3.26,1155,1279,108,0,1385,-9.85,1.77,3.14,1011,1116,1613,1047,454,CAR
6.35,3.53,3.06,1168,1279,104,0,1395,-10.63,2.08,1.45,991,1123,1611,1058,458,CAR
5.73,3.53,3.26,1174,1278,102,0,1377,-10.63,1.8,0.63,1008,1111,1612,1047,458,CAR
6.59,3.33,2.71,1167,1311,111,0,1383,-12.16,1.57,0.78,1013,1129,1626,1051,454,CAR
8.47,3.69,1.57,1158,1295,105,0,1379,-11.65,1.61,1.73,1009,1125,1616,1059,453,CAR
10.71,2.51,-0.67,1158,1295,112,0,1378,-9.96,1.96,2.63,1013,1131,1610,1047,447,CAR
12.55,2,-1.77,1152,1279,103,0,1386,-8.59,2.08,4.08,1009,1118,1603,1055,451,CAR
12.94,2.24,-1.29,1154,1298,102,0,1392,-7.3,2.28,4.98,1008,1137,1604,1066,454,CAR
13.57,2.39,-0.43,1153,1277,102,0,1391,-5.3,2.08,5.73,1015,1122,1616,1065,454,CAR
11.26,2.75,0.12,1158,1296,110,0,1377,-6.24,2.16,4.55,1002,1118,1616,1047,455,CAR
9.77,3.06,1.45,1161,1296,109,0,1379,-8.16,1.92,2.79,1021,1111,1607,1063,453,CAR
7.3,3.37,2.51,1168,1307,108,0,1389,-10.51,1.88,1.33,1013,1123,1616,1047,450,CAR
6.43,3.3,2.59,1159,1274,112,0,1383,-10.71,1.53,1.26,1010,1123,1607,1057,451,CAR
6.35,3.45,2.35,1157,1284,103,0,1373,-9.96,0.9,2.04,1019,1129,1632,1065,454,CAR
7.49,4.24,3.73,1157,1280,110,0,1395,-8.94,0.82,1.92,979,1136,1632,1056,458,CAR
7.81,4.55,4.28,1153,1299,113,0,1382,-9.18,0.86,2.82,974,1167,1641,1062,453,CAR
7.73,4.04,5.18,1154,1287,113,0,1385,-8.55,1.22,3.84,976,1202,1643,1072,457,CAR
8.16,3.26,6.16,1168,1281,111,0,1392,-8.87,0.98,4.86,980,1200,1653,1072,465,CAR
7.96,3.22,6.83,1179,1279,113,0,1391,-8.36,1.14,5.61,976,1227,1646,1086,459,CAR
7.41,2.31,8.04,1152,1281,113,0,1392,-8.16,0.39,6.9,979,1242,1651,1085,458,CAR
5.37,1.37,9.14,1152,1278,115,0,1382,-7.61,-0.27,7.26,980,1249,1630,1079,461,CAR
5.22,1.02,10.08,1151,1277,122,0,1378,-7.45,-0.63,7.73,978,1251,1667,1087,463,CAR
5.84,-0.35,10.59,1187,1276,125,0,1393,-6.9,-0.78,9.34,975,1271,1663,1085,462,CAR
4.67,-1.14,9.89,1149,1293,150,0,1383,-6.75,-2.16,9.45,981,1280,1651,1083,462,CAR
3.49,-1.77,9.96,1159,1296,123,0,1394,-5.06,-2.55,9.26,978,1280,1674,1093,466,CAR
4.59,-2.43,12.94,1153,1293,123,0,1381,-4,-2.98,9.57,966,1299,1682,1077,464,CAR
3.45,-3.06,10.32,1152,1296,123,0,1376,-5.22,-3.37,8.83,982,1293,1680,1086,465,CAR
3.69,-2.82,9.96,1169,1270,122,0,1404,-3.84,-4.16,9.85,944,1303,1674,1097,469,CAR
3.69,-2.75,10.04,1172,1294,129,0,1382,-4.51,-3.88,9.61,978,1296,1679,1086,465,CAR
3.92,-2.79,9.81,1168,1271,131,0,1386,-4.63,-3.84,9.41,974,1297,1680,1089,466,CAR
3.8,-2.86,9.85,1152,1282,122,0,1369,-4.39,-3.96,9.3,983,1310,1677,1098,465,CAR
3.88,-2.82,10,1157,1271,125,0,1385,-4.51,-3.92,9.41,976,1306,1677,1094,465,CAR
4,-2.67,10.59,1154,1273,127,0,1392,-4.94,-3.77,9.73,976,1295,1664,1106,466,CAR
5.41,-2.16,10.4,1155,1284,119,0,1395,-5.02,-4,9.81,992,1296,1675,1100,469,CAR
6.12,-1.37,9.92,1175,1286,122,0,1379,-6.59,-3.41,9.77,979,1301,1661,1087,469,CAR
7.77,-0.86,9.61,1161,1292,125,0,1382,-6.86,-3.06,9.41,976,1296,1672,1098,474,CAR
7.3,-0.04,8.36,1173,1279,117,0,1402,-6.59,-2.24,9.14,974,1295,1664,1092,471,CAR
7.85,0.59,7.34,1168,1286,118,0,1379,-6.75,-1.18,9.1,975,1287,1680,1097,471,CAR
8.39,1.8,6.39,1165,1301,112,0,1375,-6.94,-0.43,8.24,967,1249,1650,1088,469,CAR
7.96,2.31,5.41,1160,1296,111,0,1383,-6.79,0.04,7.61,987,1233,1659,1091,467,CAR
8.75,2.2,4.63,1167,1296,101,0,1386,-6.86,0.2,6.71,991,1179,1623,1065,464,CAR
8.51,2.12,4.35,1156,1284,95,0,1380,-7.22,0.9,6.32,997,1149,1635,1043,461,CAR
8.32,1.92,3.84,1172,1283,97,0,1392,-7.34,1.1,6.2,986,1119,1618,1021,461,CAR
8.39,2.51,3.37,1162,1282,98,0,1402,-7.69,1.49,6.32,987,1088,1611,1023,459,CAR
9.45,2.2,2.98,1157,1296,105,0,1371,-7.69,1.8,6.83,992,1091,1601,1009,454,CAR
10.32,1.77,2.2,1168,1302,101,0,1379,-8.79,1.53,7.57,993,1092,1584,1015,460,CAR
11.1,0.82,0.71,1153,1279,96,0,1399,-7.41,2.04,8.59,1010,1091,1610,1023,460,CAR
11.89,1.02,0.35,1158,1289,105,0,1383,-5.92,1.65,8.94,1007,1093,1596,1037,463,CAR
13.42,1.49,1.69,1174,1283,107,0,1375,-3.45,1.53,8.28,1018,1092,1606,1006,462,CAR
12.59,2.24,2.24,1177,1280,101,0,1379,-4.51,2.12,6.35,1005,1104,1615,1034,463,CAR
10.87,2.63,2.63,1159,1295,99,0,1378,-7.18,1.53,5.45,1008,1107,1615,1039,459,CAR
8.24,2.47,3.02,1178,1297,101,0,1383,-9.61,0.78,3.73,998,1109,1601,1044,464,CAR
5.92,2.51,4.59,1172,1287,102,0,1382,-10.83,0.71,1.8,1013,1107,1605,1023,463,CAR
4.9,2.59,4.86,1200,1278,101,0,1403,-11.65,0.9,1.73,1001,1121,1610,1015,461,CAR
7.1,3.18,3.65,1168,1279,101,0,1392,-12.83,0.39,2.31,995,1114,1600,1035,464,CAR
9.06,2.71,2.24,1159,1296,101,0,1401,-11.34,0.71,3.02,1003,1113,1610,1041,465,CAR
10.16,2.47,0.43,1155,1294,105,0,1379,-9.85,1.14,3.92,1007,1118,1610,1008,466,CAR
10.59,2.51,-0.35,1151,1291,99,0,1399,-7.49,1.33,5.96,1008,1104,1607,1034,464,CAR
13.69,1.84,0.31,1155,1299,80,0,1383,-5.33,1.77,6.28,1009,1109,1607,1040,463,CAR
13.06,1.88,0.59,1183,1277,104,0,1381,-5.88,1.61,5.73,1011,1113,1600,1051,464,CAR
10.87,2.31,1.65,1172,1271,97,0,1395,-7.02,1.84,4.63,1015,1110,1602,1023,460,CAR
8.47,2.71,2.94,1175,1291,97,0,1382,-8.55,1.22,4.16,1012,1130,1622,1023,460,CAR
8.16,2.67,4,1157,1280,100,0,1383,-10.4,1.33,2.94,1015,1119,1610,1041,458,CAR
6.59,2.67,4.9,1177,1278,105,0,1382,-10.83,1.18,2.51,1006,1111,1603,1035,461,CAR
6.16,2.94,4.63,1158,1305,106,0,1386,-11.61,0.86,2.39,1015,1124,1606,1037,459,CAR
7.96,2.59,3.33,1165,1277,99,0,1401,-11.65,0.86,2.63,1008,1119,1607,1035,462,CAR
9.57,1.65,0.75,1165,1296,108,0,1392,-10.36,1.14,3.26,1007,1133,1619,1035,464,CAR
10.36,2.16,0.16,1158,1295,95,0,1398,-9.1,1.77,4.59,1010,1124,1606,1039,464,CAR
12.55,2.28,-0.51,1175,1275,100,0,1387,-6.9,2,5.84,1008,1117,1615,1043,463,CAR
12.94,2.16,0.63,1162,1296,101,0,1398,-5.02,1.92,5.81,1005,1115,1601,1041,459,CAR
10.43,2.86,1.33,1157,1298,102,0,1383,-6,1.92,4.55,1013,1118,1616,1035,463,CAR
9.06,2.94,2.75,1155,1280,99,0,1399,-7.53,0.9,4.28,1003,1121,1610,1045,461,CAR
6.67,3.06,4,1171,1264,99,0,1382,-9.92,1.53,2.71,1008,1117,1611,1038,461,CAR
5.73,3.45,4.55,1150,1296,100,0,1388,-11.53,2,2.08,1018,1125,1601,1051,461,CAR
6.39,2.82,4.75,1156,1288,109,0,1378,-11.65,0.86,2.59,1003,1113,1616,1050,463,CAR
7.69,3.73,4.94,1153,1303,103,0,1383,-9.53,0.9,2.71,969,1137,1616,1040,464,CAR
7.14,3.88,5.49,1162,1289,111,0,1391,-8.67,0.55,2.98,973,1151,1613,1043,464,CAR
6.98,3.69,5.26,1149,1280,96,0,1387,-7.88,0.86,4.04,987,1183,1643,1063,469,CAR
6.83,3.73,6,1163,1287,112,0,1392,-7.88,1.06,5.02,979,1200,1647,1073,465,CAR
7.57,3.3,6.39,1152,1297,112,0,1375,-7.61,0.59,6.71,983,1216,1629,1071,470,CAR
7.73,3.02,7.49,1169,1278,112,0,1402,-7.57,0.35,7.53,976,1227,1648,1087,465,CAR
6.86,2.08,9.18,1168,1282,116,0,1380,-7.57,-0.39,8.08,976,1230,1633,1074,465,CAR
7.57,1.06,9.96,1167,1283,119,0,1377,-7.85,-0.39,8.79,976,1225,1650,1078,465,CAR
5.81,0.55,10.16,1163,1276,119,0,1388,-7.06,-0.71,8.79,975,1252,1647,1076,465,CAR
4.31,0.12,10.24,1166,1283,118,0,1394,-6.43,-1.41,9.34,976,1251,1659,1072,465,CAR
3.49,-1.26,9.77,1174,1277,128,0,1373,-5.14,-2.24,9.18,978,1257,1651,1088,469,CAR
5.53,-1.69,9.73,1159,1271,122,0,1398,-4.47,-3.18,9.02,986,1258,1667,1088,468,CAR
4.47,-2.51,10.04,1172,1303,128,0,1392,-8,-2.24,11.61,978,1264,1646,1077,470,CAR
4.35,-2.39,9.96,1159,1290,123,0,1375,-5.26,-3.96,9.41,982,1258,1654,1086,471,CAR
4.04,-2.51,10,1148,1280,117,0,1392,-4.55,-3.37,9.69,973,1265,1662,1091,469,CAR
4.24,-2.39,9.77,1168,1277,128,0,1384,-4.79,-3.61,9.3,985,1271,1673,1088,471,CAR
4.47,-2.51,9.85,1155,1286,121,0,1390,-4.47,-3.57,9.26,972,1264,1665,1088,469,CAR
4,-2.47,9.89,1151,1293,124,0,1381,-4.59,-3.49,9.41,983,1269,1670,1088,471,CAR
4.39,-2.31,9.85,1167,1283,121,0,1387,-4.47,-3.45,9.45,976,1267,1661,1089,472,CAR
4.86,-2.31,9.69,1161,1277,126,0,1391,-4.98,-3.3,9.57,982,1267,1661,1082,473,CAR
5.14,-2.39,9.49,1168,1280,125,0,1392,-5.02,-3.65,9.45,981,1280,1675,1088,476,CAR
6.16,-2,9.49,1168,1274,128,0,1395,-6.55,-3.57,10.12,977,1275,1662,1088,475,CAR
7.41,-1.33,9.41,1163,1306,128,0,1382,-5.81,-3.18,10.83,994,1264,1654,1093,477,CAR
8.83,-0.63,9.18,1153,1273,118,0,1394,-5.41,-2.43,10.67,982,1266,1680,1093,477,CAR
9.14,-0.2,8,1147,1296,118,0,1376,-5.81,-1.8,9.69,985,1270,1659,1091,469,CAR
9.02,0.24,6.08,1165,1278,112,0,1392,-6.08,-1.41,8.2,965,1280,1667,1104,474,CAR
8.24,0.59,4.9,1173,1281,126,0,1371,-7.81,-1.1,7.06,976,1275,1666,1091,473,CAR
8.32,1.41,3.84,1151,1296,128,0,1375,-7.96,-0.47,5.77,970,1281,1679,1103,473,CAR
8.71,1.69,2.59,1157,1297,119,0,1375,-8.79,0,4.9,985,1251,1666,1086,473,CAR
8.12,1.8,2.43,1189,1296,112,0,1383,-8.67,0.51,4.24,982,1232,1648,1081,473,CAR
8.36,1.61,2.28,1154,1301,111,0,1378,-8.47,1.02,4.12,962,1182,1637,1087,470,CAR
9.61,2,1.88,1174,1296,106,0,1384,-8.39,1.26,4.28,955,1145,1628,1041,465,CAR
9.81,1.29,1.06,1168,1280,100,0,1405,-9.77,1.61,5.3,977,1146,1634,1052,464,CAR
10.36,0.55,-0.75,1158,1283,103,0,1405,-9.38,2.16,6.28,991,1143,1617,1072,465,CAR
11.81,0.12,-1.1,1158,1295,107,0,1389,-7.34,1.96,6.94,979,1141,1618,1060,465,CAR
13.73,1.41,-0.2,1168,1279,108,0,1381,-4.82,1.96,6.51,989,1147,1634,1034,465,CAR
12.91,1.61,0.78,1146,1282,103,0,1392,-5.1,1.96,5.18,989,1152,1644,1046,464,CAR
11.02,1.73,2.08,1157,1299,110,0,1377,-7.1,1.49,4.63,969,1155,1633,1057,471,CAR
7.73,2.82,2.86,1152,1283,109,0,1375,-10.08,1.18,2.28,984,1146,1617,1049,470,CAR
6.9,2.51,3.69,1157,1297,106,0,1385,-11.34,1.49,1.37,965,1141,1618,1056,473,CAR
4.98,2.82,3.77,1157,1270,106,0,1401,-12.04,1.41,0.94,976,1151,1615,1056,470,CAR
7.57,3.65,2.82,1162,1298,109,0,1379,-11.89,0.86,1.69,972,1146,1619,1050,473,CAR
10.32,3.22,2.16,1167,1285,108,0,1392,-11.3,1.02,1.8,976,1153,1629,1066,469,CAR
9.85,2.59,0.59,1158,1296,107,0,1385,-10,1.53,2.86,968,1149,1632,1073,469,CAR
11.02,1.92,-0.82,1158,1280,104,0,1390,-8.94,2,4.08,981,1153,1633,1063,466,CAR
11.45,1.14,-1.49,1157,1290,106,0,1379,-6.75,1.8,5.69,979,1163,1632,1058,465,CAR
12.32,1.49,-1.33,1157,1300,109,0,1393,-6,2.35,6.55,976,1149,1626,1061,467,CAR
12.67,1.8,-0.59,1185,1296,107,0,1393,-4.86,2.16,6.51,976,1149,1628,1072,474,CAR
12.24,2.2,0.82,1161,1293,106,0,1387,-6.75,2,5.33,981,1150,1628,1050,473,CAR
10.2,2.86,1.96,1161,1276,109,0,1397,-8.87,2.16,4.24,979,1152,1626,1058,471,CAR
7.96,3.3,3.14,1163,1284,106,0,1399,-9.69,1.37,2.47,976,1150,1626,1060,474,CAR
6.04,3.77,4,1162,1286,111,0,1382,-10.47,1.33,2.04,980,1153,1622,1057,473,CAR
5.26,3.3,4.12,1150,1282,108,0,1397,-11.89,1.53,1.69,974,1161,1621,1072,475,CAR
6.59,3.53,3.84,1158,1305,107,0,1385,-11.18,1.33,2.31,976,1156,1617,1063,479,CAR
8.67,3.37,2.59,1159,1277,112,0,1383,-10.63,1.37,2.51,978,1152,1634,1058,477,CAR
10.04,2.67,0.59,1157,1280,112,0,1376,-10,1.45,3.41,976,1162,1639,1067,470,CAR
10.63,2,-1.02,1152,1271,115,0,1379,-8.63,2.04,4.35,981,1157,1641,1063,473,CAR
11.96,2.04,-1.41,1156,1282,108,0,1393,-6.94,1.92,5.53,979,1146,1625,1048,472,CAR
12.98,2.04,-0.16,1166,1291,110,0,1392,-5.45,1.65,6.2,990,1145,1623,1067,473,CAR
11.34,2.63,0.67,1168,1283,109,0,1392,-5.88,2,5.22,987,1143,1626,1067,474,CAR
9.85,3.8,2.2,1169,1278,112,0,1392,-8.75,0.9,3.84,986,1158,1616,1063,477,CAR
8.55,4,2.82,1168,1299,110,0,1382,-8.83,1.45,2.12,979,1153,1613,1059,471,CAR
6.59,3.45,3.8,1175,1277,102,0,1402,-10.9,1.73,1.26,973,1152,1620,1059,469,CAR
5.96,2.98,4.2,1153,1279,106,0,1397,-11.53,1.06,2,969,1143,1621,1059,471,CAR
7.53,3.96,3.8,1167,1299,103,0,1402,-9.92,0.59,2.59,963,1152,1621,1078,466,CAR
7.61,3.8,4.51,1152,1281,110,0,1381,-9.02,0.98,3.14,954,1158,1619,1071,469,CAR
7.65,4.43,5.02,1149,1277,123,0,1407,-8.59,0.94,4.39,960,1156,1629,1062,466,CAR
7.49,4.31,5.57,1170,1280,119,0,1398,-8,1.29,4.9,947,1168,1627,1063,471,CAR
7.26,3.73,6.63,1169,1278,112,0,1390,-7.77,1.53,6.28,970,1175,1618,1070,471,CAR
7.88,3.77,7.53,1166,1301,120,0,1375,-7.77,1.29,6.98,977,1189,1641,1079,473,CAR
6.98,2.31,8.39,1179,1269,125,0,1392,-7.41,0.63,7.85,979,1209,1638,1077,475,CAR
7.65,2.08,8.98,1156,1283,116,0,1381,-7.73,0.51,8.87,977,1204,1638,1069,471,CAR
6.47,1.29,9.45,1157,1299,119,0,1379,-7.37,-0.04,8.87,980,1207,1634,1075,471,CAR
6.35,0,9.89,1153,1296,119,0,1391,-6.59,-0.43,8.83,976,1229,1639,1081,477,CAR
5.65,-0.39,9.96,1165,1280,128,0,1376,-6.39,-1.37,9.41,978,1225,1648,1075,474,CAR
4.04,-1.29,9.77,1177,1283,129,0,1373,-5.65,-2.43,9.18,966,1237,1649,1071,479,CAR
5.06,-1.02,12.67,1154,1283,125,0,1376,-5.3,-3.1,8.87,976,1246,1645,1072,487,CAR
4.67,-3.1,9.18,1166,1295,116,0,1392,-7.18,-2.31,11.3,976,1264,1670,1095,489,CAR
4.63,-2.31,9.53,1152,1275,116,0,1405,-5.06,-3.77,9.18,971,1251,1649,1101,487,CAR
4.24,-2.2,9.81,1168,1277,119,0,1405,-4.82,-3.26,9.02,978,1247,1669,1092,485,CAR
4.71,-2.31,9.77,1158,1293,125,0,1404,-5.18,-3.33,9.06,975,1245,1664,1104,485,CAR
4.51,-2.31,9.81,1157,1296,125,0,1387,-5.02,-3.3,9.22,988,1248,1653,1091,484,CAR
5.69,-2.31,9.61,1158,1281,123,0,1399,-5.61,-3.06,9.34,970,1258,1659,1099,485,CAR
4.98,-2.35,10.2,1168,1285,126,0,1392,-6.12,-3.57,9.22,1008,1264,1681,1101,485,CAR
6.86,-1.57,10.43,1157,1295,118,0,1399,-7.14,-3.1,9.41,975,1244,1659,1095,483,CAR
6.86,-1.26,8.9,1159,1298,125,0,1382,-7.53,-2.98,9.14,944,1235,1655,1099,483,CAR
7.77,-0.2,7.18,1155,1287,117,0,1381,-8,-2.47,9.18,944,1219,1654,1094,485,CAR
8.59,1.22,5.96,1153,1290,112,0,1384,-7.96,-2.04,9.57,918,1183,1634,1086,482,CAR
9.26,0.9,3.88,1152,1286,109,0,1378,-6.63,-1.1,9.18,917,1159,1631,1072,484,CAR
8.75,0.43,2.2,1168,1305,112,0,1373,-6.04,-0.24,8.94,908,1156,1629,1058,480,CAR
7.77,0.39,0.82,1168,1291,102,0,1387,-5.73,0.27,8.63,921,1135,1615,1069,478,CAR
10.55,0.67,0.51,1156,1305,94,0,1378,-3.73,0.78,8.36,909,1139,1616,1051,477,CAR
14.16,2.39,2.24,1153,1314,101,0,1385,-2,1.45,7.65,921,1136,1600,1070,474,CAR
13.18,2.63,2.71,1152,1298,99,0,1376,-1.73,1.26,6.71,929,1137,1626,1061,476,CAR
10.87,2.24,2.82,1178,1271,94,0,1374,-5.18,1.49,7.41,942,1145,1625,1072,478,CAR
8.59,2.75,3.88,1171,1282,101,0,1386,-8.55,1.29,7.22,923,1147,1616,1069,476,CAR
7.06,3.26,4.51,1165,1306,106,0,1379,-8.16,1.29,5.92,922,1143,1609,1066,479,CAR
4.86,3.57,4.9,1162,1279,100,0,1403,-10.16,2.04,3.88,921,1147,1623,1063,481,CAR
2.98,3.57,5.37,1169,1274,103,0,1377,-12.51,1.49,3.65,912,1162,1631,1072,481,CAR
4.43,3.8,4.51,1156,1298,101,0,1394,-12.32,1.41,3.69,916,1139,1616,1072,483,CAR
7.34,4.04,4.12,1178,1279,99,0,1392,-11.3,1.61,4.28,919,1150,1616,1072,481,CAR
10.24,3.73,2.39,1175,1307,103,0,1404,-10.24,2.08,4.94,925,1136,1606,1072,481,CAR
11.65,3.14,0.75,1168,1303,102,0,1395,-7.77,2.12,6.16,923,1152,1613,1067,477,CAR
11.26,2.63,-1.22,1166,1273,97,0,1400,-6.55,1.8,6.86,921,1154,1616,1067,476,CAR
13.57,2.82,-0.27,1178,1319,107,0,1377,-3.77,2.39,8,922,1156,1615,1072,470,CAR
13.02,2.67,-0.59,1152,1294,98,0,1379,-2.86,2.2,7.77,923,1157,1620,1072,468,CAR
11.69,2.94,0.35,1163,1300,105,0,1381,-3.92,2.71,6.59,926,1152,1611,1071,466,CAR
10.16,3.69,1.49,1151,1301,107,0,1402,-7.53,2.59,5.3,933,1152,1610,1075,471,CAR
8.24,4.2,2.94,1175,1285,101,0,1394,-9.1,2.51,3.02,929,1166,1607,1088,480,CAR
6.9,4.39,3.49,1156,1280,101,0,1381,-10.2,2.79,1.57,926,1150,1615,1051,483,CAR
4.82,4.59,3.77,1159,1279,101,0,1386,-11.34,2.43,1.02,929,1147,1615,1081,478,CAR
4.43,4.43,3.22,1155,1275,105,0,1392,-12.4,2.35,1.57,919,1148,1614,1072,480,CAR
4.67,3.8,3.33,1171,1271,98,0,1392,-11.81,2.35,2.04,934,1158,1634,1074,466,CAR
8.55,3.96,2,1160,1303,111,0,1379,-10.16,2.51,3.41,937,1143,1619,1079,468,CAR
9.77,3.18,0.75,1171,1278,102,0,1398,-8.67,3.02,5.02,934,1153,1616,1079,469,CAR
10.94,3.96,-0.55,1179,1287,101,0,1379,-6.08,3.3,6.35,933,1165,1631,1077,474,CAR
13.49,3.65,-0.27,1152,1277,103,0,1405,-5.41,3.14,7.37,941,1154,1615,1089,469,CAR
13.93,3.41,0.75,1169,1283,106,0,1377,-3.92,2.82,7.85,934,1150,1630,1075,472,CAR
11.57,3.37,1.29,1169,1303,111,0,1382,-3.92,3.3,6.71,944,1157,1630,1077,466,CAR
9.92,3.61,2.82,1155,1306,109,0,1387,-6.9,2.08,5.53,930,1154,1630,1088,471,CAR
7.18,4.31,2.98,1165,1275,97,0,1402,-10,2.35,4.12,930,1158,1614,1076,469,CAR
5.73,4.71,2.59,1152,1278,101,0,1378,-9.57,3.88,3.96,948,1163,1616,1086,467,CAR
5.69,4.86,3.06,1156,1279,97,0,1392,-11.45,2.86,3.84,947,1151,1632,1074,467,CAR
6.32,4.67,3.45,1155,1294,105,0,1380,-10.2,2.47,3.53,949,1153,1623,1071,468,CAR
7.41,4.71,2.75,1151,1296,112,0,1392,-8.75,1.96,3.26,917,1150,1637,1078,466,CAR
