X,Y,Z,Flex1,Flex2,Flex3,Flex4,Flex5,X,Y,Z,Flex1,Flex2,Flex3,Flex4,Flex5,Label
7.53,5.1,2.79,1153,1297,109,0,1397,-7.61,1.61,3.06,933,1173,1619,1089,470,CAR
7.53,4.75,3.8,1168,1280,112,0,1379,-7.73,1.73,4.16,937,1185,1633,1078,471,CAR
7.41,3.77,4.16,1154,1286,116,0,1373,-7.53,1.65,5.26,955,1201,1639,1089,466,CAR
8.28,3.3,5.61,1153,1280,115,0,1403,-7.96,1.02,6.59,945,1216,1642,1102,466,CAR
7.73,3.84,7.3,1164,1264,113,0,1386,-7.96,1.14,7.06,944,1232,1635,1101,468,CAR
6.86,2.75,8.94,1151,1278,113,0,1402,-8.08,0.2,8.39,946,1237,1648,1090,465,CAR
7.53,1.45,10.2,1158,1283,125,0,1379,-7.3,-0.24,8.75,943,1253,1658,1094,464,CAR
6.98,-1.14,10.2,1155,1283,113,0,1389,-7.06,-1.57,9.14,951,1264,1650,1104,464,CAR
3.65,-1.96,9.89,1174,1298,123,0,1381,-5.77,-2.04,9.57,960,1264,1653,1099,469,CAR
3.49,-2.04,10.24,1156,1280,123,0,1399,-5.41,-3.22,9.96,947,1274,1665,1091,471,CAR
5.02,-2.71,11.81,1155,1296,126,0,1374,-4.71,-3.57,9.53,956,1277,1649,1089,474,CAR
3.3,-3.65,8.63,1157,1279,123,0,1385,-4.82,-3.49,8.75,959,1285,1670,1107,473,CAR
2.79,-3.02,10.2,1174,1270,119,0,1381,-4.63,-4.04,9.49,960,1291,1663,1103,475,CAR
2.75,-3.41,9.92,1147,1278,122,0,1376,-4.16,-4.16,9.38,976,1290,1659,1104,478,CAR
3.73,-2.9,9.96,1148,1280,123,0,1403,-4.16,-4.67,9.26,957,1278,1654,1106,475,CAR
3.57,-2.9,10.08,1152,1275,123,0,1392,-4.2,-4.24,9.41,977,1296,1680,1103,475,CAR
3.49,-2.98,10,1171,1287,129,0,1394,-4.2,-4.35,9.26,969,1278,1667,1101,477,CAR
3.53,-3.1,10,1153,1298,126,0,1388,-4.24,-4.31,9.3,973,1284,1655,1101,479,CAR
3.92,-2.86,9.92,1155,1285,122,0,1371,-4.39,-4.39,9.18,967,1295,1669,1114,480,CAR
3.77,-2.86,9.92,1171,1274,126,0,1383,-4.28,-4.39,9.3,959,1290,1664,1103,479,CAR
3.57,-3.02,9.96,1153,1287,119,0,1377,-4.24,-4.39,9.22,969,1285,1675,1116,480,CAR
3.53,-3.14,9.89,1153,1299,126,0,1406,-4.24,-4.47,9.22,973,1291,1670,1110,480,CAR
3.49,-3.22,10.2,1171,1275,126,0,1399,-4.47,-4.43,9.22,986,1283,1667,1097,477,CAR
4.24,-2.75,10.28,1149,1280,122,0,1379,-4.67,-4,9.85,976,1296,1673,1108,479,CAR
6.83,-1.33,10.28,1169,1282,127,0,1397,-5.57,-3.92,10.04,964,1296,1657,1115,477,CAR
6.86,-1.02,9.26,1168,1291,125,0,1397,-6.24,-4.08,9.81,961,1303,1669,1103,479,CAR
7.53,-0.27,7.77,1151,1275,122,0,1407,-6.83,-3.65,10.12,971,1281,1669,1110,474,CAR
8.75,0.55,5.41,1150,1287,115,0,1383,-5.96,-3.1,10.32,978,1267,1666,1104,477,CAR
8.94,0.75,3.45,1165,1281,112,0,1399,-6.24,-2.82,10.08,961,1242,1648,1102,479,CAR
8.12,0.04,2.24,1163,1287,115,0,1405,-5.92,-1.26,9.34,963,1229,1645,1086,476,CAR
9.18,-0.63,0.98,1162,1288,98,0,1406,-4.98,-0.35,9.41,976,1182,1629,1072,475,CAR
11.22,-0.43,0.67,1168,1297,102,0,1390,-3.02,0.2,9.18,965,1155,1616,1065,472,CAR
13.34,0.78,1.45,1158,1285,98,0,1391,-1.37,0.75,8.32,960,1167,1619,1047,471,CAR
14.2,1.45,2.43,1173,1285,108,0,1381,-0.94,0.94,6.79,969,1152,1621,1072,469,CAR
11.22,1.33,2.51,1168,1299,105,0,1375,-5.06,1.65,7.34,972,1157,1609,1069,474,CAR
9.34,2.16,2.28,1153,1279,96,0,1376,-7.57,1.8,6.79,975,1163,1600,1077,471,CAR
8.08,3.06,3.41,1157,1279,93,0,1390,-9.22,1.92,4.9,975,1150,1625,1072,470,CAR
5.53,3.77,4.28,1179,1275,101,0,1382,-9.92,2.24,3.22,956,1172,1623,1087,471,CAR
4.16,3.57,4.31,1167,1295,111,0,1379,-12,1.88,2.9,969,1170,1621,1073,473,CAR
5.1,3.96,2.79,1154,1307,103,0,1390,-12.55,1.57,3.77,970,1168,1632,1083,477,CAR
8.63,3.73,1.73,1152,1303,100,0,1382,-11.26,2,3.92,978,1178,1619,1071,478,CAR
10.12,4.08,0.04,1168,1289,95,0,1389,-9.77,2,4.86,974,1171,1616,1075,474,CAR
11.69,3.1,-1.22,1169,1285,103,0,1395,-7.73,2.31,5.65,982,1168,1632,1074,476,CAR
12.67,2.82,-1.45,1158,1291,106,0,1374,-5.88,2.12,6.98,976,1168,1619,1079,474,CAR
13.57,2.31,-0.63,1155,1297,106,0,1392,-3.8,2.51,7.53,970,1166,1638,1074,473,CAR
11.41,2.63,-0.2,1157,1276,105,0,1380,-4.2,2.28,6.94,971,1159,1621,1083,470,CAR
11.26,3.02,0.39,1157,1296,107,0,1376,-5.77,2.08,5.81,979,1170,1617,1078,474,CAR
9.26,3.26,1.33,1153,1279,102,0,1403,-7.88,2.04,5.3,961,1167,1616,1078,475,CAR
8,4.12,3.49,1149,1287,106,0,1392,-9.38,1.73,5.14,973,1165,1593,1088,476,CAR
5.02,4.67,5.3,1164,1283,106,0,1392,-9.89,1.96,2.86,967,1166,1622,1072,479,CAR
3.06,4.79,5.69,1168,1280,101,0,1378,-12.79,1.73,2.08,970,1159,1627,1072,479,CAR
3.61,4.98,4.79,1158,1283,101,0,1387,-12.47,2.08,2.51,962,1174,1632,1086,477,CAR
6.04,4.79,3.1,1149,1280,99,0,1397,-12.28,2.2,2.63,969,1163,1616,1090,474,CAR
10.94,4.16,1.53,1161,1299,105,0,1385,-11.3,2.39,3.69,978,1165,1616,1057,474,CAR
10.98,3.84,-0.82,1179,1281,109,0,1386,-8.71,2.08,5.1,970,1170,1631,1089,476,CAR
12,2.71,-2.16,1152,1277,102,0,1376,-6.71,2.51,6.08,965,1165,1619,1087,478,CAR
12.87,2.39,-2.16,1168,1290,110,0,1380,-4.2,2.43,7.3,974,1169,1622,1079,482,CAR
13.18,2.24,-1.33,1170,1286,103,0,1380,-3.84,2.31,7.34,976,1158,1632,1081,482,CAR
11.41,2.51,-0.75,1159,1280,102,0,1395,-5.14,2.35,5.96,977,1163,1615,1078,490,CAR
9.3,3.3,0.59,1161,1296,103,0,1401,-7.81,2.9,4.31,947,1166,1623,1082,494,CAR
8.63,3.61,1.73,1152,1303,109,0,1374,-8.71,2.59,2.79,980,1169,1635,1078,490,CAR
5.65,4.16,2.98,1150,1291,110,0,1405,-10.16,2.51,1.88,976,1168,1618,1087,489,CAR
5.18,4.71,3.84,1152,1293,105,0,1377,-10.87,2.94,0.55,969,1171,1630,1090,487,CAR
5.57,4.12,3.1,1140,1280,112,0,1404,-11.49,2.51,0.47,979,1168,1631,1088,487,CAR
7.69,4.59,2.39,1147,1280,105,0,1399,-11.73,2.59,1.02,976,1159,1617,1087,484,CAR
8.36,4.47,1.33,1162,1290,102,0,1385,-10.4,2.35,2.98,976,1166,1616,1094,483,CAR
9.53,4.16,0.39,1151,1283,100,0,1394,-9.45,2.71,4.59,970,1179,1630,1078,481,CAR
11.02,3.92,0.12,1167,1274,111,0,1382,-6.59,2.51,6.2,976,1170,1623,1088,482,CAR
11.38,3.18,0.08,1157,1305,109,0,1385,-5.06,2.55,6.47,970,1167,1625,1097,484,CAR
9.77,2.55,0.9,1147,1279,105,0,1406,-5.02,2.28,6.32,980,1163,1627,1089,479,CAR
8.83,2.94,1.37,1174,1282,106,0,1378,-6.24,2.43,6.39,983,1163,1621,1083,477,CAR
8.16,3.18,2.75,1150,1285,109,0,1401,-6.51,2.86,7.14,949,1175,1623,1083,476,CAR
7.1,3.92,4.55,1157,1283,112,0,1383,-6,3.02,7.37,951,1190,1630,1088,473,CAR
6.43,4.43,6.71,1168,1278,113,0,1403,-5.88,2.43,7.73,969,1204,1646,1085,470,CAR
5.81,4.04,8.28,1143,1287,112,0,1377,-6.2,2.24,8.79,959,1237,1660,1093,469,CAR
4.98,2.79,9.49,1162,1294,114,0,1389,-7.77,1.26,9.3,972,1251,1661,1104,474,CAR
4.63,1.84,9.65,1150,1295,115,0,1382,-6.59,0.82,9.18,963,1261,1649,1100,473,CAR
4.86,1.45,10.9,1159,1305,122,0,1379,-6.79,-0.51,9.77,967,1265,1646,1102,474,CAR
3.73,0.12,10.63,1154,1279,121,0,1382,-6.67,-1.69,10.16,971,1271,1648,1100,476,CAR
3.3,-0.75,10.55,1152,1282,119,0,1405,-6.2,-2.59,10.2,969,1290,1659,1114,475,CAR
2.59,-1.77,10.87,1153,1301,127,0,1378,-5.14,-3.22,9.61,969,1287,1678,1104,474,CAR
3.84,-1.88,10.83,1156,1286,128,0,1383,-4.75,-3.65,9.14,971,1306,1682,1104,475,CAR
2.71,-2.12,9.96,1136,1281,124,0,1379,-4,-4.08,9.3,976,1310,1661,1108,473,CAR
4.16,-3.02,10.83,1157,1274,126,0,1376,-5.18,-3.92,8.51,977,1297,1671,1101,477,CAR
2.55,-3.41,10.04,1157,1280,125,0,1403,-3.96,-4.9,9.34,976,1295,1664,1103,477,CAR
2.98,-3.14,10.08,1158,1287,125,0,1395,-4,-5.06,9.1,971,1296,1670,1107,473,CAR
3.02,-3.3,10,1181,1278,122,0,1407,-4.12,-4.94,9.26,976,1310,1680,1108,475,CAR
3.06,-3.18,10.04,1154,1278,125,0,1392,-3.96,-4.86,9.1,976,1299,1665,1103,480,CAR
3.06,-3.18,10.08,1147,1282,133,0,1406,-4.08,-4.79,8.98,982,1302,1687,1109,479,CAR
3.02,-3.14,10.04,1168,1281,122,0,1382,-4.24,-4.82,9.1,982,1312,1665,1105,480,CAR
3.14,-3.18,10.04,1168,1285,127,0,1383,-3.96,-4.9,9.06,980,1314,1664,1119,475,CAR
3.22,-3.14,10,1139,1296,125,0,1392,-3.96,-4.79,9.14,979,1301,1663,1119,478,CAR
3.22,-3.1,10.08,1155,1280,130,0,1377,-3.84,-4.9,9.1,977,1306,1664,1105,480,CAR
3.14,-3.18,10.04,1173,1268,131,0,1377,-3.8,-4.98,9.14,976,1307,1685,1104,475,CAR
3.18,-3.06,9.92,1183,1280,110,0,1392,-4.04,-4.86,9.1,976,1309,1681,1111,478,CAR
3.26,-2.98,10.04,1159,1298,130,0,1378,-3.92,-4.94,9.14,975,1302,1671,1117,489,CAR
3.61,-3.18,10.12,1155,1298,138,0,1378,-3.96,-4.98,9.65,983,1291,1684,1111,489,CAR
6.04,-2.67,9.22,1149,1275,126,0,1383,-3.8,-4.67,8.79,985,1296,1664,1110,496,CAR
5.1,-2.47,9.65,1155,1278,124,0,1404,-4.2,-4.94,9.14,976,1301,1665,1107,496,CAR
5.53,-2.59,9.53,1184,1281,128,0,1377,-4.55,-4.79,9.45,975,1301,1683,1098,496,CAR
6.32,-2.82,9.45,1167,1280,144,0,1386,-5.06,-4.94,9.34,976,1293,1680,1107,494,CAR
6.12,-2.63,9.49,1168,1277,125,0,1386,-4.98,-4.16,9.34,976,1299,1674,1104,488,CAR
6.98,-2.28,9.22,1162,1283,123,0,1394,-4.9,-4.2,9.22,975,1299,1681,1110,494,CAR
6.08,-1.69,7.81,1149,1281,124,0,1392,-5.92,-3.37,8.79,976,1293,1670,1106,493,CAR
7.14,-0.94,7.26,1165,1279,128,0,1392,-6.35,-3.41,9.26,970,1305,1677,1111,482,CAR
8.83,-0.39,6.71,1167,1298,122,0,1381,-6,-2.47,8.51,971,1289,1667,1102,496,CAR
10,0.43,6.94,1155,1276,122,0,1403,-6.04,-1.69,8.67,963,1307,1662,1105,487,CAR
9.22,1.22,6.51,1165,1281,128,0,1376,-6.55,-1.18,8.28,963,1292,1667,1107,494,CAR
9.06,1.49,5.73,1166,1301,128,0,1399,-6.39,-0.51,7.96,959,1284,1676,1103,489,CAR
8.51,2,4.9,1160,1285,119,0,1377,-7.1,-0.08,8,961,1297,1664,1110,494,CAR
8.12,2.47,4.04,1152,1286,118,0,1379,-7.88,0.63,7.96,951,1273,1663,1104,485,CAR
8.28,2.35,3.69,1158,1276,117,0,1408,-6.83,0.82,7.85,958,1273,1648,1105,483,CAR
8.87,2.08,3.53,1153,1280,112,0,1392,-7.61,0.94,7.77,967,1259,1658,1091,481,CAR
8.87,2.51,3.41,1159,1296,112,0,1382,-6.9,1.57,7.88,945,1234,1643,1091,479,CAR
9.53,2.28,2.79,1149,1282,111,0,1383,-7.1,1.53,8.2,954,1226,1639,1091,478,CAR
10.24,2.31,2.04,1161,1291,103,0,1382,-6,2.43,8.43,965,1199,1623,1081,479,CAR
10.59,1.69,1.61,1161,1277,108,0,1398,-4.94,2.71,8.55,961,1177,1632,1049,477,CAR
10.75,1.41,1.41,1163,1294,103,0,1381,-4.67,2.43,8.32,962,1169,1616,1060,477,CAR
11.3,1.88,2.04,1178,1283,106,0,1392,-3.88,2.55,8.16,965,1178,1615,1057,478,CAR
10.94,2.47,2.43,1159,1308,112,0,1386,-4.59,2.82,8,981,1176,1627,1063,478,CAR
10.55,2.79,2.79,1168,1307,109,0,1379,-5.33,2.82,7.96,987,1179,1617,1062,477,CAR
9.77,3.18,3.41,1195,1297,110,0,1390,-7.14,2.51,6.98,987,1185,1638,1059,474,CAR
8.24,3.53,4.75,1154,1285,102,0,1394,-7.85,2.71,5.22,981,1195,1623,1056,477,CAR
8.16,3.45,5.57,1150,1273,101,0,1397,-9.34,2.39,4.12,986,1198,1621,1066,479,CAR
7.53,3.92,6.43,1157,1303,105,0,1381,-8.16,2.59,3.02,997,1182,1626,1063,480,CAR
5.57,4.31,6.35,1158,1283,102,0,1379,-9.3,2.16,3.3,994,1186,1627,1054,481,CAR
4.55,4.28,6.51,1171,1267,103,0,1397,-11.1,1.49,3.1,1001,1183,1631,1061,482,CAR
3.33,3.84,5.69,1153,1280,105,0,1404,-10.63,1.37,3.18,993,1188,1628,1066,484,CAR
6.43,4.31,5.14,1165,1281,103,0,1374,-11.14,1.33,3.14,992,1187,1611,1070,486,CAR
8.55,3.8,3.73,1150,1277,104,0,1403,-10.83,1.57,3.06,990,1200,1647,1070,484,CAR
10.04,2.71,2.43,1156,1295,110,0,1378,-10.24,2.04,3.88,990,1190,1615,1072,485,CAR
11.06,2.35,1.14,1168,1279,106,0,1392,-8.83,2.55,4.63,991,1180,1626,1055,480,CAR
11.02,1.18,-0.04,1150,1287,106,0,1389,-7.77,2.71,5.53,1003,1179,1617,1070,478,CAR
11.14,0.63,-1.22,1168,1283,107,0,1379,-6.75,3.02,6.28,998,1170,1632,1062,485,CAR
12.04,0.43,-1.18,1168,1297,106,0,1387,-5.02,3.26,7.26,1008,1168,1617,1061,485,CAR
12.94,0.47,-0.47,1197,1278,108,0,1401,-4.47,2.75,6.94,983,1181,1630,1071,491,CAR
12.12,1.29,0.27,1151,1279,109,0,1376,-5.84,3.26,5.61,990,1182,1629,1069,491,CAR
10.08,2.39,1.37,1155,1290,112,0,1378,-7.37,3.14,4.71,999,1184,1616,1069,492,CAR
9.06,3.33,2.55,1170,1278,110,0,1393,-9.14,2.28,3.96,995,1190,1621,1059,494,CAR
7.14,4,3.8,1166,1281,102,0,1405,-9.92,2.98,1.41,1004,1187,1632,1062,494,CAR
6.35,4.63,4.55,1166,1282,106,0,1399,-10.75,2.2,1.18,997,1184,1616,1067,495,CAR
4.55,4.79,4.75,1153,1291,106,0,1377,-11.85,1.77,1.49,991,1184,1617,1073,493,CAR
4.71,5.37,4.31,1162,1303,105,0,1382,-11.41,1.57,2.2,994,1198,1630,1072,493,CAR
6.98,4.79,3.65,1161,1302,113,0,1375,-11.02,1.65,2.31,996,1190,1641,1070,491,CAR
9.22,2.98,1.84,1168,1286,107,0,1383,-10.24,2.59,3.18,995,1181,1621,1066,491,CAR
9.89,3.26,0.94,1168,1280,105,0,1381,-9.34,2.63,4.24,995,1185,1627,1072,493,CAR
11.85,2.35,0.04,1162,1296,112,0,1382,-7.88,2.59,5.18,999,1201,1639,1073,492,CAR
12.79,2.31,-0.04,1158,1282,111,0,1383,-6.47,2.98,6.39,1001,1188,1616,1067,493,CAR
13.18,2.16,0.55,1174,1282,91,0,1382,-4.71,3.49,6.32,992,1191,1625,1074,494,CAR
11.92,2.28,1.02,1157,1304,103,0,1395,-4.71,3.26,5.73,1006,1182,1627,1072,494,CAR
10.28,3.45,2.51,1163,1296,107,0,1385,-7.49,3.1,4.86,995,1181,1616,1068,493,CAR
8.83,3.84,3.26,1162,1299,114,0,1391,-8.67,3.18,3.73,1023,1197,1637,1076,494,CAR
6.79,4.82,4.24,1157,1291,106,0,1392,-9.81,1.8,2.86,994,1199,1629,1083,493,CAR
5.02,5.02,4.63,1170,1304,110,0,1377,-11.34,1.96,1.33,1003,1191,1632,1079,493,CAR
5.06,4.75,4.04,1171,1276,103,0,1393,-11.26,1.29,1.45,990,1191,1636,1077,492,CAR
6.12,5.18,4.43,1152,1287,109,0,1407,-10.08,0.86,1.96,995,1185,1616,1072,493,CAR
7.22,5.45,4.98,1159,1294,109,0,1379,-9.57,1.14,2.04,998,1188,1629,1063,495,CAR
7.77,5.81,5.06,1161,1290,112,0,1385,-9.26,1.1,2.67,974,1188,1626,1062,495,CAR
7.18,5.1,4.9,1152,1277,110,0,1375,-8.94,1.1,2.94,954,1197,1626,1072,494,CAR
6.67,5.1,4.98,1161,1280,112,0,1392,-8.59,1.29,3.65,944,1200,1634,1084,493,CAR
7.22,4.98,5.14,1161,1277,114,0,1386,-8.67,1.45,4.47,960,1216,1631,1073,492,CAR
7.41,4.98,5.69,1158,1293,121,0,1377,-8.87,1.33,5.22,967,1226,1631,1085,495,CAR
7.3,5.14,6.04,1152,1280,112,0,1379,-8.67,0.82,5.45,970,1238,1648,1087,493,CAR
7.1,4.59,6.39,1182,1287,117,0,1392,-8.24,0.51,6.04,976,1232,1632,1079,496,CAR
6.71,4.04,6.71,1173,1278,113,0,1395,-8.16,0.2,6.43,971,1239,1643,1078,493,CAR
7.18,3.77,7.02,1178,1280,117,0,1381,-8.28,0.08,6.83,973,1248,1651,1083,500,CAR
7.18,3.26,7.92,1168,1286,118,0,1382,-7.88,-0.39,7.37,957,1259,1644,1102,495,CAR
6.55,2.67,8.67,1161,1275,115,0,1391,-7.81,-0.55,7.57,978,1249,1647,1082,494,CAR
6.71,1.65,8.98,1153,1298,115,0,1375,-7.3,-0.78,8.08,968,1264,1638,1090,494,CAR
6.08,1.29,9.65,1158,1289,118,0,1382,-6.75,-0.98,8.2,975,1267,1674,1086,490,CAR
5.18,0.78,9.73,1170,1279,112,0,1392,-6.51,-1.69,8.83,975,1254,1660,1093,491,CAR
5.33,0.27,9.92,1163,1309,121,0,1383,-6.55,-2.16,8.9,984,1275,1655,1086,485,CAR
5.1,-0.27,10.12,1164,1267,118,0,1373,-6.04,-2.51,9.22,962,1266,1648,1090,482,CAR
4.47,-0.94,10.04,1163,1295,128,0,1386,-5.49,-2.9,9.18,976,1267,1655,1103,486,CAR
4.08,-1.45,10,1157,1280,123,0,1391,-5.26,-3.02,9.14,988,1270,1669,1088,487,CAR
4.24,-1.53,9.96,1166,1302,118,0,1381,-5.26,-3.41,9.06,973,1271,1664,1094,481,CAR
3.84,-1.96,10,1157,1299,126,0,1377,-4.86,-3.92,8.94,969,1293,1665,1087,490,CAR
3.84,-1.96,10.55,1157,1279,121,0,1405,-4.82,-3.96,8.87,976,1273,1661,1088,490,CAR
4.2,-2.04,9.85,1185,1273,119,0,1385,-5.06,-4.31,9.3,975,1280,1662,1106,491,CAR
4.39,-1.92,10.12,1152,1279,119,0,1386,-4.9,-4.24,8.9,983,1297,1670,1096,489,CAR
3.77,-2.39,10.08,1159,1296,128,0,1382,-4.82,-4.43,9.02,973,1299,1680,1106,480,CAR
2.98,-3.1,10.2,1163,1280,125,0,1389,-4.67,-4.39,9.02,977,1310,1671,1104,478,CAR
3.26,-3.14,10.08,1152,1283,128,0,1395,-4.47,-4.94,8.98,985,1301,1670,1091,480,CAR
3.22,-3.06,10,1159,1279,125,0,1383,-4.28,-4.98,8.94,985,1293,1668,1098,478,CAR
3.1,-3.14,10.08,1154,1291,126,0,1381,-4.31,-4.98,8.87,987,1301,1666,1097,479,CAR
3.18,-3.1,9.96,1158,1296,129,0,1379,-4.24,-4.94,8.9,975,1298,1671,1104,480,CAR
3.26,-3.06,9.96,1168,1281,128,0,1407,-4.28,-4.94,8.83,1001,1309,1679,1106,482,CAR
3.41,-2.98,10.08,1145,1287,128,0,1377,-4.51,-4.9,8.9,1001,1296,1671,1103,481,CAR
3.33,-3.1,9.92,1151,1298,125,0,1382,-4.24,-5.02,8.94,986,1302,1647,1098,480,CAR
3.57,-2.63,10.04,1154,1283,129,0,1394,-4.24,-5.02,8.9,983,1300,1680,1105,474,CAR
4.12,-2.55,10.08,1170,1291,129,0,1373,-4.51,-4.98,8.9,991,1305,1667,1120,475,CAR
4.2,-2.43,9.96,1170,1277,133,0,1373,-5.02,-5.22,8.83,976,1309,1666,1105,478,CAR
5.1,-1.92,9.85,1153,1280,128,0,1395,-5.14,-4.86,8.87,981,1310,1667,1114,475,CAR
5.84,-1.61,10.08,1167,1273,123,0,1398,-5.65,-4.98,9.02,983,1296,1669,1103,475,CAR
5.88,-1.18,10.2,1155,1277,123,0,1377,-5.73,-4.63,8.67,975,1299,1680,1107,481,CAR
6.63,-0.9,9.85,1163,1289,125,0,1388,-6.47,-4.67,8.36,978,1298,1674,1114,477,CAR
6,-0.12,9.3,1156,1291,128,0,1374,-5.96,-3.8,8.16,981,1299,1677,1107,477,CAR
6.12,0.55,9.1,1160,1284,125,0,1376,-6.55,-3.33,8.55,977,1267,1664,1097,477,CAR
6.9,1.22,8.9,1197,1279,118,0,1405,-6.94,-2.51,8.16,989,1287,1655,1109,471,CAR
6.75,2.24,8.32,1173,1281,118,0,1395,-7.3,-2.24,7.61,994,1280,1669,1107,478,CAR
7.18,2.75,7.57,1158,1298,113,0,1392,-7.65,-1.73,7.53,989,1245,1648,1099,471,CAR
7.45,3.37,6.94,1171,1303,110,0,1376,-7.57,-1.02,7.06,979,1232,1648,1089,471,CAR
7.45,3.26,6.24,1159,1296,102,0,1397,-8,-0.55,6.67,991,1205,1634,1093,470,CAR
8,3.02,5.73,1167,1295,106,0,1376,-8.51,-0.08,6.2,979,1194,1621,1068,473,CAR
7.18,3.33,4.94,1161,1283,101,0,1377,-8.87,0.63,5.65,998,1174,1619,1072,469,CAR
7.57,2.79,4.2,1170,1296,105,0,1382,-8.39,0.98,5.37,986,1135,1624,1050,469,CAR
9.26,2.75,3.8,1157,1279,103,0,1399,-8.16,1.14,5.1,976,1109,1637,1050,469,CAR
9.77,2.28,3.3,1163,1295,105,0,1377,-8.43,1.69,5.37,979,1072,1619,1046,468,CAR
10.2,1.57,1.84,1174,1282,103,0,1392,-9.26,1.88,6.2,995,1072,1623,1045,466,CAR
10.28,0.67,0.78,1155,1281,105,0,1380,-8.51,2.08,7.1,1003,1085,1646,1040,464,CAR
11.26,0.2,0.51,1173,1280,100,0,1383,-7.22,2.28,7.53,994,1072,1619,1040,464,CAR
11.53,0.08,0.51,1166,1269,107,0,1389,-5.22,2.08,7.88,1003,1086,1619,1044,464,CAR
11.34,0.27,0.24,1147,1283,102,0,1392,-4.94,2.39,7.49,1009,1084,1645,1047,464,CAR
11.49,0.78,0.43,1160,1285,99,0,1402,-5.14,2.28,7.06,997,1082,1627,1040,467,CAR
11.22,1.29,1.33,1169,1291,103,0,1386,-6.75,2.08,6.51,998,1089,1615,1056,464,CAR
10.71,2,1.53,1158,1280,105,0,1398,-8.63,1.73,5.26,998,1086,1623,1051,467,CAR
10.51,2.31,1.84,1155,1275,102,0,1392,-9.3,1.84,3.33,1004,1093,1633,1054,469,CAR
9.77,2.9,1.8,1168,1273,103,0,1405,-9.81,1.26,2.31,998,1090,1627,1067,467,CAR
9.77,3.37,2.28,1163,1303,103,0,1403,-9.57,0.39,0.59,1008,1107,1643,1060,468,CAR
8.24,3.37,3.37,1158,1296,104,0,1388,-9.02,0.63,-0.39,987,1103,1621,1055,470,CAR
6.32,3.18,4.12,1168,1275,102,0,1392,-10.75,0.12,-0.82,995,1099,1618,1067,468,CAR
5.92,3.8,3.88,1167,1280,107,0,1375,-11.45,-0.16,-0.08,1001,1111,1628,1069,470,CAR
7.3,3.41,3.26,1159,1296,103,0,1375,-10.87,-0.04,-0.24,998,1103,1621,1057,471,CAR
9.06,3.02,2.16,1168,1289,111,0,1392,-10.79,0.12,0.55,1002,1104,1633,1063,467,CAR
10.08,2.98,0.94,1175,1296,105,0,1388,-10.43,0.63,1.8,1008,1110,1636,1066,469,CAR
10.36,1.77,0.2,1154,1296,101,0,1392,-9.57,1.02,3.33,1011,1101,1632,1066,471,CAR
9.77,1.84,-1.49,1151,1283,112,0,1377,-8.67,1.8,4.59,998,1091,1631,1061,471,CAR
11.18,0.39,-2.24,1157,1284,103,0,1375,-7.57,2.12,5.77,997,1095,1631,1058,470,CAR
12.04,0.08,-1.96,1155,1296,110,0,1390,-6.04,2.39,6.71,998,1104,1635,1070,471,CAR
12.28,0.2,-1.88,1164,1280,102,0,1399,-5.45,2.47,6.83,1008,1099,1634,1070,469,CAR
12.08,0.51,-1.33,1155,1280,106,0,1402,-6.12,2.28,6.04,1005,1092,1631,1067,471,CAR
11.14,1.29,-0.04,1172,1275,104,0,1395,-6.75,2,5.02,1006,1104,1633,1053,470,CAR
10.36,2.51,1.02,1168,1283,108,0,1381,-8.71,1.84,4.24,999,1103,1627,1070,471,CAR
7.02,4.04,2.04,1157,1273,107,0,1391,-8.75,1.37,2.55,1022,1104,1627,1060,475,CAR
7.85,3.96,4.71,1137,1283,107,0,1393,-10.4,0.47,0.47,1007,1114,1632,1058,471,CAR
6.12,3.96,5.14,1174,1281,112,0,1392,-10.87,0.2,0.35,1007,1104,1639,1058,475,CAR
5.18,4.16,4.94,1154,1298,102,0,1401,-11.38,0.47,0.47,995,1120,1634,1072,473,CAR
5.45,4.43,4.08,1164,1301,106,0,1377,-10.98,0.24,0.63,1002,1099,1635,1057,470,CAR
7.53,3.49,3.96,1155,1286,103,0,1373,-10.59,0.47,1.18,1010,1107,1635,1055,473,CAR
10.32,3.73,2.43,1166,1278,109,0,1397,-11.3,0.94,2.04,1008,1103,1623,1066,471,CAR
9.73,2.9,1.41,1165,1284,108,0,1379,-10.04,1.26,3.14,1007,1119,1633,1068,468,CAR
10.83,2.2,0.2,1149,1292,106,0,1394,-8.9,2.08,4.31,1009,1095,1637,1055,471,CAR
10.67,1.18,-0.59,1165,1313,107,0,1379,-7.81,2.24,5.06,1014,1111,1622,1054,471,CAR
11.3,1.73,-1.22,1162,1287,106,0,1380,-6.71,2.12,6.28,998,1104,1628,1061,474,CAR
11.41,0.67,-0.47,1166,1299,112,0,1392,-5.57,2.39,6.79,1004,1104,1634,1065,473,CAR
10.16,0.47,-0.59,1168,1266,105,0,1387,-5.96,2.12,6.71,998,1101,1643,1066,477,CAR
9.73,1.14,0.12,1155,1296,112,0,1386,-6.79,2.39,6.51,1015,1111,1633,1065,476,CAR
9.89,1.53,1.1,1168,1296,109,0,1374,-7.34,2.04,6.94,1023,1105,1637,1067,471,CAR
9.77,1.96,2.04,1160,1278,111,0,1402,-7.22,2.16,7.41,1007,1125,1635,1072,471,CAR
9.34,2.35,3.14,1172,1275,110,0,1377,-6.98,1.88,7.61,1001,1102,1627,1070,469,CAR
