X,Y,Z,Flex1,Flex2,Flex3,Flex5,X,Y,Z,Flex1,Flex2,Flex3,Flex4,Flex5,Label
5.33,3.18,10,1161,1294,128,1374,-4.04,-0.59,10.9,1013,1339,1701,1088,687,DARK
4.47,1.06,10.79,1170,1287,137,1405,-4.67,-1.02,10.43,1003,1334,1701,1090,693,DARK
5.61,0.12,10.16,1168,1281,123,1376,-4.86,-1.26,10.98,1019,1328,1681,1089,688,DARK
3.88,0.98,13.65,1158,1298,129,1403,-4.67,-2.31,11.22,1011,1326,1687,1095,679,DARK
5.26,0.24,8,1158,1322,130,1390,-3.65,-1.69,11.77,1004,1328,1691,1091,736,DARK
3.57,-0.63,10.47,1168,1287,125,1397,-4.16,-2.9,9.73,1006,1342,1703,1088,1213,DARK
4.24,-0.55,10.04,1168,1310,130,1398,-3.18,-3.33,10.12,1009,1328,1699,1094,698,DARK
4.47,-0.27,9.96,1172,1282,127,1407,-3.84,-3.02,10.28,998,1334,1686,1091,715,DARK
4.86,-0.31,9.92,1178,1283,128,1379,-3.45,-3.26,10.08,1010,1334,1697,1097,715,DARK
4.59,-0.2,9.89,1179,1297,122,1377,-3.41,-3.14,10.12,1008,1343,1696,1085,703,DARK
4.71,-0.24,9.89,1164,1285,132,1379,-3.88,-3.18,10.04,1008,1333,1691,1091,699,DARK
4.59,-0.31,9.92,1168,1286,130,1379,-3.88,-3.02,10.04,1011,1329,1686,1089,694,DARK
4.55,-0.35,9.92,1168,1302,128,1382,-3.3,-3.49,10.08,1001,1328,1693,1101,681,DARK
3.73,-1.22,11.38,1168,1290,127,1404,-4.12,-3.69,10.36,1007,1335,1687,1117,688,DARK
2.59,-1.92,9.73,1154,1300,128,1382,-1.37,-4.35,10.87,1023,1318,1682,1102,693,DARK
3.57,0.59,12.16,1159,1291,118,1399,-2.12,-3.61,12.47,1009,1334,1703,1091,698,DARK
11.18,0.51,11.49,1172,1325,128,1377,-6.08,-3.69,12.47,1013,1329,1696,1085,699,DARK
9.41,2.35,9.26,1159,1283,125,1384,-6.16,-2.04,10.83,1007,1316,1686,1088,717,DARK
10.43,5.02,5.37,1175,1292,127,1386,-6.16,0.43,9.73,1003,1324,1686,1090,715,DARK
6.75,6.51,2.75,1171,1287,131,1377,-6.86,1.84,9.02,1015,1331,1686,1088,698,DARK
5.81,7.69,1.8,1168,1303,127,1381,-5.73,2.63,9.02,1013,1339,1686,1088,687,DARK
4.9,8.16,1.33,1167,1286,126,1391,-4.39,3.73,9.02,1007,1334,1685,1089,678,DARK
2.63,7.45,1.57,1167,1287,128,1379,-2.71,4,8.63,1016,1327,1682,1095,679,DARK
1.84,7.77,2.51,1160,1284,130,1406,-0.63,4.16,8,1013,1334,1712,1078,689,DARK
0.35,5.77,3.02,1219,1278,125,1388,0.63,3.1,8.12,1015,1343,1701,1099,693,DARK
0.24,4.24,6.75,1169,1287,127,1380,2.51,1.96,9.61,1008,1327,1691,1102,727,DARK
0.16,3.45,9.1,1178,1282,125,1379,2.71,1.73,10.55,1003,1330,1685,1087,775,DARK
1.14,2.86,10.63,1159,1281,128,1399,1.61,0.2,11.57,995,1340,1692,1093,715,DARK
1.8,2.16,11.06,1179,1292,127,1376,0.16,0,12.16,1008,1337,1686,1098,699,DARK
1.14,0.55,10.43,1163,1282,126,1381,0,-0.51,12.08,1007,1325,1686,1089,695,DARK
1.65,1.22,10.94,1161,1318,128,1371,1.06,-0.86,12.04,999,1326,1684,1098,697,DARK
2.28,0.98,11.49,1165,1278,125,1376,1.06,-0.98,11.65,1008,1334,1684,1089,696,DARK
2.75,1.29,11.73,1159,1284,123,1378,0.75,-0.9,12.16,1010,1341,1694,1095,693,DARK
3.33,1.61,11.53,1166,1273,121,1387,-0.63,-1.06,12.67,977,1329,1681,1104,694,DARK
2.51,1.14,10.83,1165,1293,131,1380,-0.2,-0.86,12.2,1005,1339,1692,1088,698,DARK
2.04,0.98,10.28,1157,1297,129,1377,-0.27,-0.94,11.49,997,1337,1687,1091,698,DARK
2.12,0.86,10.36,1163,1279,127,1378,-0.43,-0.98,11.38,1010,1343,1719,1091,695,DARK
1.96,0.71,10.4,1158,1310,119,1377,0.04,-0.94,11.34,1010,1345,1695,1093,701,DARK
2.16,1.1,10.47,1190,1354,123,1381,-0.51,-0.98,11.53,1011,1345,1699,1082,696,DARK
2.43,0.9,10.71,1159,1315,128,1378,-0.31,-1.1,11.61,1013,1342,1686,1079,699,DARK
2.43,0.9,10.83,1180,1286,144,1379,0.04,-1.22,11.61,1033,1337,1693,1092,699,DARK
2.39,1.18,10.79,1163,1280,122,1384,0,-1.02,11.85,1003,1337,1683,1098,695,DARK
1.88,1.33,10.36,1161,1283,123,1389,-0.27,-0.98,11.49,1010,1337,1694,1093,693,DARK
1.69,0.82,10.4,1167,1301,130,1381,-0.2,-1.22,10.94,1008,1337,1693,1099,700,DARK
1.37,1.22,10,1181,1302,127,1382,-0.51,-1.02,10.83,1019,1334,1697,1091,699,DARK
1.84,2.31,9.38,1174,1286,135,1387,-1.41,-0.31,10.9,1008,1342,1700,1101,696,DARK
2.08,3.41,8.39,1161,1306,132,1383,-1.53,-0.04,10.51,1022,1343,1700,1091,707,DARK
1.88,4.67,7.73,1165,1286,129,1376,-2.2,0.31,10.2,1010,1341,1697,1094,720,DARK
3.96,5.02,7.73,1158,1290,126,1378,-2.55,0.63,10.32,1005,1338,1699,1089,703,DARK
4.24,5.26,7.65,1163,1287,129,1404,-2.82,0.16,10.83,1008,1334,1680,1092,702,DARK
4.31,6.16,7.92,1170,1287,129,1381,-3.26,0.39,10.87,1011,1335,1685,1097,695,DARK
5.88,5.88,8.51,1179,1286,125,1383,-4.16,0.04,11.14,1013,1347,1698,1085,683,DARK
4.47,4.31,8.04,1159,1278,125,1381,-3.88,-0.31,11.02,1009,1340,1687,1085,681,DARK
5.73,3.61,9.18,1176,1311,129,1386,-4.12,-1.26,10.87,1007,1343,1699,1091,720,DARK
5.61,2.59,9.02,1198,1304,131,1379,-5.14,-0.98,10.59,1008,1333,1695,1101,745,DARK
5.84,2.35,9.69,1163,1286,125,1392,-5.26,-1.65,11.22,1011,1342,1697,1102,702,DARK
5.26,1.18,10.32,1162,1301,132,1385,-3.57,-2.28,10.83,999,1333,1698,1088,716,DARK
4.94,0.63,10.59,1181,1278,129,1375,-3.96,-2.67,10.51,1008,1339,1689,1090,704,DARK
3.92,-0.51,10.36,1189,1294,127,1383,-4.43,-2.63,11.61,1004,1340,1695,1083,698,DARK
4.31,0.16,9.53,1163,1285,125,1378,-4.2,-3.1,9.26,1003,1333,1693,1099,716,DARK
4.08,-0.9,10.24,1168,1285,125,1395,-4.35,-3.57,9.89,1008,1328,1680,1097,666,DARK
4.63,-0.43,9.69,1158,1297,129,1378,-4.16,-3.41,9.89,1008,1337,1695,1100,675,DARK
4.04,-0.47,10.28,1153,1281,121,1381,-3.84,-3.41,9.73,1011,1354,1682,1087,683,DARK
4.67,-0.04,9.96,1187,1283,127,1379,-4.47,-3.02,9.92,1009,1335,1697,1093,695,DARK
4.79,-0.2,9.85,1182,1311,130,1398,-4.16,-3.33,9.69,1021,1337,1712,1091,704,DARK
4.35,-0.67,10,1168,1281,123,1378,-4,-3.57,9.81,1023,1341,1706,1089,707,DARK
4.67,0,9.92,1159,1312,131,1378,-4.31,-2.94,9.81,1007,1334,1695,1089,707,DARK
4.79,-0.12,9.77,1180,1280,127,1412,-4.79,-3.06,9.69,1011,1351,1711,1088,699,DARK
4.63,-0.59,9.96,1186,1283,131,1375,-3.84,-3.65,9.65,1005,1329,1695,1089,643,DARK
3.88,-0.39,10.2,1177,1342,125,1376,-4.71,-3.14,10.55,1018,1334,1686,1122,695,DARK
3.45,-0.04,11.38,1177,1287,126,1379,-3.77,-2.82,10.51,1011,1344,1703,1084,687,DARK
2.75,-0.27,12.4,1156,1303,131,1379,-5.14,-2.94,11.02,1007,1329,1677,1094,676,DARK
7.18,2.04,12.87,1157,1301,127,1387,-7.34,-0.71,10.67,998,1329,1694,1093,685,DARK
8.71,2.9,10.59,1161,1298,127,1379,-8,-0.08,10.59,1008,1343,1682,1093,703,DARK
8,4.98,7.61,1159,1287,125,1389,-7.37,1.53,10.32,1003,1331,1693,1091,695,DARK
8.51,6.86,5.3,1163,1285,128,1381,-6.83,2.82,10.4,1011,1330,1694,1103,714,DARK
5.06,7.14,3.02,1186,1281,123,1403,-5.18,3.57,8.98,1006,1337,1679,1103,1119,DARK
4.39,7.77,1.96,1138,1284,125,1376,-3.26,4.04,7.88,1003,1351,1721,1082,813,DARK
1.96,7.53,1.45,1175,1301,128,1401,-1.96,4.47,7.57,1006,1337,1697,1091,695,DARK
0.75,7.45,2.24,1161,1299,126,1392,0,3.84,8.16,1006,1338,1675,1069,688,DARK
-0.59,6.04,3.57,1157,1280,127,1377,1.84,3.26,8.36,1018,1330,1691,1093,673,DARK
-1.41,5.41,5.57,1171,1285,121,1381,2.2,2.16,9.3,1014,1339,1695,1098,668,DARK
-1.1,4.2,7.26,1158,1282,123,1380,2.24,1.06,10.87,1008,1341,1696,1091,744,DARK
-1.29,3.14,9.85,1169,1287,128,1377,2.16,0.27,10.83,1007,1328,1683,1103,732,DARK
0,2.86,10.28,1161,1280,128,1382,2.71,0.27,11.96,1011,1339,1686,1102,697,DARK
-0.75,2.24,10.55,1179,1290,128,1381,2.28,0,12.4,1003,1339,1685,1104,703,DARK
0.71,2,11.65,1159,1283,117,1393,2.51,-0.16,12.4,995,1343,1697,1103,699,DARK
-0.67,1.14,12,1168,1296,128,1380,1.65,-0.82,12.51,1008,1334,1699,1100,693,DARK
0.47,1.1,11.45,1157,1279,128,1381,1.26,-0.24,12.36,1008,1328,1719,1089,688,DARK
0.82,1.18,11.06,1183,1283,127,1382,1.18,-0.12,11.73,1007,1343,1692,1087,701,DARK
0.71,1.06,10.63,1173,1298,128,1374,1.41,-0.35,11.38,998,1332,1709,1093,680,DARK
0.47,1.14,10.59,1159,1299,128,1378,1.41,-0.35,11.38,1020,1328,1687,1091,693,DARK
0.63,1.22,10.63,1161,1295,131,1403,1.41,-0.39,11.49,1019,1332,1683,1099,699,DARK
0.39,1.1,10.98,1163,1285,127,1392,1.49,-0.39,11.45,1006,1330,1682,1091,690,DARK
0.2,0.9,10.87,1173,1291,131,1375,1.73,-0.59,10.87,1002,1334,1686,1091,691,DARK
-0.12,1.57,10.4,1170,1289,128,1389,0.31,-0.55,11.81,1008,1339,1700,1105,698,DARK
0.39,2.55,10.28,1149,1282,123,1381,0.63,-0.16,11.45,1008,1327,1699,1098,695,DARK
0.59,3.02,9.77,1173,1282,122,1402,-0.08,0.12,11.02,1003,1336,1703,1088,693,DARK
0.63,3.8,8.83,1158,1285,133,1387,-1.41,0.2,11.26,1005,1338,1688,1104,692,DARK
1.29,3.65,8.12,1159,1289,129,1377,-1.37,0.24,10.71,1043,1341,1691,1089,688,DARK
1.33,4.47,7.77,1165,1302,125,1389,-1.53,0.51,10.63,1008,1339,1705,1102,679,DARK
1.88,5.33,7.26,1173,1280,128,1392,-2.75,0.82,10.59,998,1328,1690,1104,685,DARK
2.75,5.92,7.49,1157,1281,128,1381,-2.86,0.82,10.67,1011,1343,1693,1102,684,DARK
3.88,5.73,8.39,1161,1291,128,1378,-3.33,0.35,10.94,1004,1331,1690,1093,695,DARK
3.57,5.18,9.3,1157,1285,125,1399,-4.51,0.04,11.69,1013,1330,1692,1088,704,DARK
4.9,4.67,9.92,1154,1293,125,1394,-4.31,-0.39,11.3,998,1340,1687,1088,701,DARK
4.67,3.49,9.77,1158,1281,128,1405,-4.35,-0.43,10.75,1010,1352,1700,1085,2778,DARK
3.45,2.63,9.1,1171,1287,128,1378,-4.04,-0.27,10.55,1007,1335,1695,1102,663,DARK
5.84,1.37,9.89,1163,1282,126,1379,-4.2,-1.8,10.83,1008,1328,1691,1090,705,DARK
5.88,0.67,10.16,1168,1299,131,1377,-3.84,-1.88,10.79,998,1328,1687,1092,691,DARK
5.26,0.67,10.04,1183,1301,128,1372,-3.92,-2.16,10.63,1003,1345,1698,1087,682,DARK
4.67,0.75,9.45,1161,1293,128,1386,-3.53,-2.39,10.04,1013,1331,1691,1090,691,DARK
4.08,0.39,12.94,1173,1280,128,1381,-4.08,-3.3,11.73,1005,1331,1702,1091,699,DARK
4.98,-0.94,9.77,1154,1280,128,1390,-5.3,-3.84,10,1012,1338,1701,1097,710,DARK
5.06,0.12,9.65,1184,1296,126,1381,-3.88,-3.45,9.96,1005,1332,1691,1089,708,DARK
4.75,0.04,9.73,1163,1297,128,1392,-4.04,-3.18,9.96,1003,1327,1695,1093,718,DARK
5.06,0.04,9.65,1165,1319,128,1381,-4.08,-3.3,9.92,1021,1351,1681,1093,683,DARK
5.06,0.08,9.69,1169,1299,128,1381,-4.24,-3.3,9.89,1013,1331,1698,1104,704,DARK
4.9,0,9.69,1161,1283,123,1377,-4.31,-3.3,9.85,1008,1343,1694,1100,723,DARK
4.79,0.04,9.57,1159,1285,129,1405,-4.16,-3.18,9.69,998,1344,1703,1091,668,DARK
5.41,0.08,9.69,1163,1290,131,1392,-4.16,-3.26,9.89,1018,1351,1699,1092,672,DARK
5.1,0,9.65,1168,1301,127,1386,-4.2,-3.41,9.85,1008,1329,1707,1094,689,DARK
5.37,-0.04,9.81,1162,1280,128,1405,-4.24,-3.45,10.08,1009,1330,1687,1099,694,DARK
4.79,0.08,9.73,1159,1283,125,1382,-3.77,-3.1,10.12,1009,1344,1691,1104,698,DARK
5.57,0.08,9.96,1173,1295,125,1397,-4.24,-2.94,10.28,1008,1328,1681,1087,714,DARK
5.57,-0.16,9.89,1168,1306,133,1377,-4.2,-2.71,10.04,1017,1335,1697,1103,715,DARK
5.18,0.35,9.81,1163,1288,128,1375,-4.35,-2.55,10.24,1017,1328,1699,1095,705,DARK
5.57,0.71,9.61,1160,1285,124,1376,-4.31,-2.35,10.12,1008,1341,1728,1104,701,DARK
5.45,1.26,9.69,1165,1281,128,1403,-4.55,-1.84,10.4,1008,1333,1691,1085,694,DARK
5.37,1.77,9.38,1179,1296,126,1376,-4.16,-1.65,10.43,1004,1343,1696,1086,677,DARK
5.61,2.12,9.1,1157,1281,124,1397,-4.16,-0.98,10.12,1018,1328,1701,1088,678,DARK
5.22,2.98,8.98,1180,1278,123,1377,-4.55,-0.47,10.32,1007,1329,1699,1103,704,DARK
5.26,3.92,8.94,1185,1309,146,1374,-4.9,0.12,10.55,1008,1328,1685,1109,699,DARK
4.82,4.08,8.36,1162,1326,133,1379,-4.55,0.47,10.47,1005,1328,1689,1080,720,DARK
4.39,4.67,8,1157,1280,123,1385,-4.47,0.98,10.59,1008,1333,1651,1089,719,DARK
4.47,5.57,8.28,1168,1280,125,1376,-4.28,1.29,10.59,1021,1347,1696,1090,707,DARK
4.35,6.16,7.49,1174,1307,144,1375,-3.88,2.16,10.24,1003,1331,1683,1085,592,DARK
4.28,6.32,7.37,1167,1289,126,1389,-3.88,2.59,10.32,1010,1341,1692,1088,589,DARK
4.2,7.06,6.47,1182,1283,126,1366,-3.41,3.49,10.2,1011,1337,1693,1099,675,DARK
4.35,7.49,6.32,1171,1289,125,1405,-3.1,4.12,10.16,982,1338,1686,1081,656,DARK
3.57,7.53,6.28,1158,1281,127,1382,-2.94,4.12,9.85,1009,1342,1712,1081,694,DARK
2.86,7.65,5.92,1165,1280,128,1381,-2.47,4.79,9.89,1008,1344,1680,1093,706,DARK
2.35,8.36,5.3,1186,1296,125,1387,-2.24,5.53,9.85,1006,1334,1695,1085,698,DARK
2.16,8.71,4.98,1156,1287,129,1378,-2.31,5.65,10,999,1344,1696,1104,713,DARK
2.04,8.39,5.18,1167,1277,127,1385,-1.69,6.2,9.73,1008,1327,1686,1099,718,DARK
1.57,8.59,5.14,1184,1279,129,1379,-1.45,6.24,9.73,1003,1329,1693,1098,703,DARK
1.06,8.51,5.02,1163,1296,128,1379,-1.73,6.04,9.49,1010,1333,1694,1089,693,DARK
0.47,8.71,4.79,1168,1287,128,1392,-0.78,6.39,9.1,1007,1343,1687,1096,686,DARK
0.16,8.71,4.71,1146,1291,129,1377,-0.39,6.39,9.38,1010,1335,1683,1085,655,DARK
0.12,8.59,4.86,1162,1291,126,1376,0,6.47,9.34,1023,1344,1697,1104,679,DARK
-0.63,8.63,5.02,1178,1302,130,1382,0.55,6.59,9.22,1008,1335,1695,1095,681,DARK
-0.9,8.63,5.14,1179,1296,128,1377,0.51,6.55,9.26,1009,1335,1681,1095,694,DARK
-0.9,8.47,5.41,1159,1293,129,1379,0.63,6.43,9.38,1004,1344,1684,1089,879,DARK
-1.02,7.96,5.45,1162,1287,125,1379,0.75,6.55,9.77,1008,1328,1680,1083,707,DARK
-1.84,7.69,5.65,1167,1280,127,1398,1.69,6.2,9.81,1010,1354,1711,1099,723,DARK
-2.51,7.65,6.24,1162,1283,130,1383,2.28,5.88,9.77,1007,1345,1694,1085,692,DARK
-2.59,7.53,6.55,1167,1314,132,1376,3.26,5.88,9.81,1008,1341,1707,1097,697,DARK
-2.82,6.94,6.71,1163,1281,128,1380,3.02,5.06,9.92,999,1335,1685,1097,692,DARK
-3.14,6.47,6.86,1183,1278,133,1402,2.98,4.98,10.2,996,1331,1695,1087,666,DARK
-3.73,6.08,7.3,1168,1306,135,1392,3.61,4.79,10.2,997,1342,1699,1094,651,DARK
-4.04,5.61,7.61,1168,1281,126,1389,3.69,4.16,10.12,1005,1334,1706,1094,871,DARK
-3.57,5.06,8.24,1153,1280,128,1387,2.51,3.77,10.79,987,1341,1689,1093,766,DARK
-2.63,4.82,8.55,1165,1286,133,1362,1.69,3.06,11.41,983,1329,1689,1095,715,DARK
-2.31,4.39,9.02,1181,1279,125,1405,2.08,2.9,11.14,977,1334,1697,1104,713,DARK
-2.24,3.8,9.34,1169,1297,126,1378,1.92,2.71,11.1,994,1338,1710,1094,708,DARK
-2.35,2.98,9.57,1158,1307,127,1379,1.96,2.31,11.14,979,1333,1685,1091,673,DARK
-1.92,2.63,10.12,1158,1281,126,1393,1.53,1.8,11.96,989,1333,1685,1089,675,DARK
-1.41,2.51,10.16,1157,1280,116,1402,1.84,1.57,11.3,983,1333,1694,1101,673,DARK
-1.77,1.84,10.2,1162,1296,132,1375,1.96,1.49,11.45,985,1345,1702,1095,688,DARK
-1.73,1.53,10.9,1199,1278,128,1402,2.35,1.1,11.57,989,1339,1699,1088,702,DARK
-1.77,1.45,11.38,1206,1291,128,1396,2.82,0.51,11.85,994,1341,1693,1093,729,DARK
-1.45,1.29,10.63,1168,1280,131,1403,2.31,0.67,11.73,981,1343,1683,1087,687,DARK
-1.02,1.26,10.47,1169,1288,127,1378,2.08,0.67,11.45,995,1349,1703,1094,726,DARK
-1.26,1.45,10.36,1159,1285,128,1406,2.24,0.67,11.49,994,1328,1658,1087,710,DARK
-1.22,1.45,10.59,1174,1291,130,1381,2.28,0.63,11.18,998,1340,1687,1096,679,DARK
-0.82,1.41,10.51,1158,1287,128,1402,2.24,0.51,11.3,992,1329,1683,1101,681,DARK
-1.14,1.57,10.2,1122,1292,128,1393,2.04,0.43,11.22,1010,1343,1696,1076,688,DARK
-0.75,1.61,10.32,1158,1307,130,1393,1.77,0.27,11.3,1003,1344,1700,1099,690,DARK
-1.02,2.08,10.24,1159,1275,126,1383,1.65,0.27,11.41,1015,1345,1686,1089,689,DARK
-0.16,2.51,9.96,1157,1296,129,1387,0.59,0.39,11.38,997,1342,1690,1098,706,DARK
0.04,3.22,9.06,1189,1317,126,1392,0,0.9,11.06,1008,1335,1679,1093,693,DARK
1.14,4.04,8.55,1178,1296,131,1379,-1.96,1.29,11.61,999,1346,1695,1102,704,DARK
2.43,4.79,9.85,1174,1307,126,1382,-1.33,1.96,10.98,997,1343,1696,1090,704,DARK
4.12,4.9,8.59,1182,1287,129,1371,-2.2,1.73,10.55,1003,1350,1706,1093,718,DARK
3.92,5.37,8.9,1159,1289,126,1394,-2,1.92,10.75,1008,1342,1700,1084,695,DARK
4.86,5.33,8.71,1153,1280,128,1381,-2.51,1.29,10.87,1015,1328,1680,1093,689,DARK
4.75,4.71,8.55,1164,1290,128,1406,-3.69,1.18,11.26,994,1348,1683,1094,695,DARK
5.49,4.08,7.88,1155,1287,128,1377,-4.28,1.18,11.14,974,1331,1689,1098,646,DARK
5.77,3.33,7.88,1165,1296,128,1398,-5.57,0.67,10.36,981,1349,1684,1094,850,DARK
7.3,3.33,8.43,1173,1283,126,1380,-5.3,0.98,10.51,1008,1346,1696,1090,730,DARK
7.53,2.75,7.96,1183,1283,128,1378,-4.59,0,10.04,998,1334,1690,1090,720,DARK
7.37,2.12,7.77,1161,1291,131,1381,-5.02,0.24,9.73,979,1332,1681,1085,709,DARK
6.35,1.18,7.65,1155,1283,128,1407,-4.94,-0.27,10.08,1003,1339,1691,1089,722,DARK
8,1.33,8.47,1167,1296,128,1378,-5.37,-0.67,9.45,997,1337,1693,1087,707,DARK
7.41,0.94,8.47,1161,1285,125,1401,-5.45,-1.84,10.12,1003,1341,1691,1099,706,DARK
6.55,0.2,9.22,1157,1299,133,1381,-5.1,-1.88,10.16,989,1330,1684,1089,699,DARK
6.47,0.67,8.9,1179,1281,128,1405,-4.43,-2.31,10.28,1001,1328,1685,1095,689,DARK
6.59,0.47,9.34,1159,1280,130,1385,-4.24,-2.51,10.87,999,1338,1687,1089,661,DARK
6.24,0.86,9.41,1158,1281,127,1405,-4.9,-2.51,9.3,1021,1339,1680,1102,377,DARK
5.88,-0.24,8.71,1158,1286,128,1377,-6.2,-3.37,10.16,1007,1337,1698,1083,752,DARK
6.08,0.12,9.1,1130,1291,128,1386,-5.1,-3.14,9.22,1008,1328,1686,1087,783,DARK
6.16,0.2,9.06,1187,1283,125,1381,-5.06,-3.22,9.3,1008,1332,1683,1099,743,DARK
5.81,0,8.79,1159,1296,128,1380,-5.22,-3.22,9.06,1002,1353,1685,1101,718,DARK
6.83,0.24,8.83,1164,1293,127,1378,-5.1,-3.22,9.1,998,1343,1706,1101,700,DARK
6.51,0.12,8.75,1179,1283,124,1376,-5.1,-3.18,9.22,999,1342,1697,1101,704,DARK
6.47,0.12,8.55,1158,1283,125,1377,-4.98,-2.82,9.22,999,1333,1712,1098,702,DARK
7.49,0.12,8.24,1168,1285,128,1375,-5.22,-3.45,8.94,998,1328,1694,1091,688,DARK
6.86,0.04,8.28,1181,1284,126,1375,-5.61,-3.14,8.98,1001,1339,1691,1099,677,DARK
7.02,0.16,8.16,1168,1302,129,1381,-5.49,-2.51,8.47,995,1330,1690,1087,688,DARK
7.41,0.2,8.36,1166,1301,129,1378,-6.2,-3.1,8.63,1011,1342,1698,1088,695,DARK
6.98,0.04,8.2,1180,1289,122,1389,-5.65,-3.18,8.75,1008,1337,1702,1090,698,DARK
7.14,-0.04,8.2,1157,1281,127,1401,-6,-3.18,9.02,1002,1334,1696,1094,713,DARK
7.73,0.78,8.63,1153,1285,123,1378,-5.61,-2.59,9.96,1013,1338,1698,1095,719,DARK
5.65,-0.51,8.83,1152,1287,131,1377,-5.41,-3.14,9.65,999,1333,1682,1093,704,DARK
6.51,-0.08,9.22,1168,1280,128,1380,-5.22,-2.67,8.98,1009,1333,1696,1103,698,DARK
7.02,0.27,8.71,1162,1299,126,1377,-5.92,-2.31,9.14,1014,1328,1696,1088,695,DARK
7.53,0.98,8.39,1166,1279,127,1381,-6.16,-1.96,9.3,1008,1328,1691,1091,671,DARK
7.96,1.65,8.04,1163,1286,118,1381,-5.96,-1.53,9.34,1007,1348,1697,1095,674,DARK
7.96,2.47,7.53,1158,1278,128,1399,-5.84,-0.98,9.65,1013,1338,1707,1095,688,DARK
8.12,2.98,7.1,1181,1303,130,1379,-5.92,-0.43,9.77,1007,1331,1694,1093,694,DARK
7.41,3.84,6.51,1169,1280,130,1375,-5.81,0.2,10,1005,1344,1690,1105,703,DARK
6.79,4.79,5.92,1158,1275,121,1385,-5.3,0.71,9.96,1008,1347,1674,1094,722,DARK
6.55,5.26,5.41,1155,1283,129,1374,-5.18,1.69,10.08,987,1338,1692,1088,723,DARK
7.41,6.04,5.69,1170,1307,134,1382,-5.22,2.47,10.12,1008,1339,1685,1090,701,DARK
7.49,6.43,4.94,1185,1302,124,1379,-5.06,2.86,9.73,1008,1340,1703,1079,545,DARK
6.94,6.55,5.02,1159,1302,128,1379,-4.82,3.8,9.38,1011,1344,1697,1089,511,DARK
5.77,7.41,5.1,1163,1302,128,1383,-4,4.24,9.1,1005,1343,1699,1087,640,DARK
4.63,7.77,4.71,1166,1291,129,1380,-3.06,5.02,9.1,999,1329,1674,1094,651,DARK
3.84,8.16,4.47,1166,1308,134,1377,-2.51,5.41,9.06,1011,1339,1697,1095,702,DARK
3.14,8.04,4.98,1158,1295,123,1373,-1.41,5.84,8.9,1008,1342,1696,1102,698,DARK
3.02,8.39,5.14,1185,1276,122,1392,-1.33,5.84,9.22,1002,1334,1695,1086,747,DARK
1.69,8.12,4.9,1178,1302,129,1388,-0.47,6.04,9.26,1011,1345,1696,1100,722,DARK
1.65,7.96,5.3,1168,1274,125,1378,-0.08,5.88,9.49,1008,1332,1699,1101,709,DARK
0.35,7.53,5.73,1171,1283,127,1394,-0.08,5.33,9.73,999,1314,1680,1091,697,DARK
0.2,7.34,6.32,1165,1283,126,1396,-0.31,5.14,9.81,1005,1337,1702,1099,701,DARK
0.78,7.37,7.26,1168,1296,129,1377,0.12,4.9,10.2,1008,1331,1702,1101,662,DARK
0.31,7.41,7.41,1168,1281,126,1374,0.78,5.02,10.24,1015,1350,1683,1089,673,DARK
-0.12,6.83,7.45,1178,1303,123,1371,0.08,4.59,10.28,993,1344,1679,1099,711,DARK
0.16,6.79,7.92,1181,1297,129,1376,0.24,4.24,10.9,1009,1338,1703,1095,715,DARK
0,6.75,7.88,1169,1284,128,1377,0.2,3.73,10.98,1007,1339,1682,1101,747,DARK
0,6.71,8.04,1186,1299,137,1383,0.35,3.33,11.65,1003,1338,1687,1088,812,DARK
-0.63,6.43,8.39,1157,1301,130,1378,0.82,3.3,11.02,1013,1345,1694,1093,747,DARK
0.08,5.61,7.96,1179,1293,130,1383,-0.39,2.67,11.49,1001,1335,1694,1096,715,DARK
-0.43,5.77,8.63,1168,1295,128,1380,0.47,2.51,11.34,999,1328,1680,1088,703,DARK
0.16,4.59,8.83,1161,1284,127,1386,0.27,1.73,11.61,1002,1339,1695,1090,705,DARK
-0.2,3.61,9.69,1174,1296,126,1392,0.67,1.14,11.92,999,1334,1691,1101,695,DARK
-0.04,2.82,10,1171,1286,128,1404,0.67,0.55,11.69,1009,1331,1691,1102,694,DARK
0.08,2.28,10.55,1162,1293,129,1388,0.71,0.31,11.53,1010,1330,1719,1094,714,DARK
-0.27,2.31,10.36,1168,1303,128,1398,0.82,0.59,11.69,1003,1350,1695,1092,703,DARK
0.24,1.84,11.02,1160,1287,128,1405,0.59,0.31,11.22,1009,1328,1698,1081,719,DARK
0.98,1.29,11.02,1153,1296,128,1381,1.69,-0.35,11.34,1003,1359,1689,1092,715,DARK
0.04,0.78,10.71,1169,1289,129,1377,1.06,-1.02,11.96,995,1342,1687,1076,701,DARK
0.39,0.67,11.1,1163,1283,125,1406,1.45,-0.94,11.96,1018,1337,1695,1089,688,DARK
0.39,0.78,11.34,1174,1296,132,1379,1.02,-0.86,12.12,995,1326,1691,1084,674,DARK
1.06,1.02,10.94,1187,1282,128,1383,0.75,-0.98,11.77,999,1329,1686,1090,670,DARK
0.98,0.82,10.79,1157,1285,133,1379,0.71,-0.94,11.57,987,1341,1682,1081,699,DARK
1.1,1.02,10.83,1123,1280,123,1379,0.75,-1.06,11.3,1011,1333,1702,1099,711,DARK
1.22,0.86,11.26,1168,1286,128,1405,1.1,-0.71,11.38,1013,1329,1693,1099,728,DARK
