configsip: 0, SPIWP:0xee,3,1067,433,TEACHER,,,,,,,,,,,,
clk_drv:0x00,q_drv:0x00,d_drv:0x00,cs0_drv:0x00,hd_drv:0x00,wp_drv:0x00,3,1067,433,TEACHER,,,,,,,,
mode:DIO, clock div:1,3,1067,433,TEACHER,,,,,,,,,,,,
load:0x3fff0030,len:4888,3,1067,433,TEACHER,,,,,,,,,,,,
load:0x40078000,len:16456,3,1067,433,TEACHER,,,,,,,,,,,,
load:0x40080400,len:4,3,1067,433,TEACHER,,,,,,,,,,,,
load:0x40080404,len:3476,3,1067,433,TEACHER,,,,,,,,,,,,
X,Y,Z,Flex1,Flex2,Flex3,Flex4,Flex5,Label,3,1067,433,TEACHER,,,,,
9.18,0.47,8.63,1179,1301,112,0,1375,TEACHER,-9.92,-1.06,6.24,1013,1344,1623,1081,444,TEACHER
9.65,1.29,6.75,1172,1296,99,0,1390,TEACHER,-8.59,-0.63,5.06,1031,1331,1596,1069,442,TEACHER
7.14,2.39,4.79,1181,1307,90,0,1392,TEACHER,-6.98,0.27,3.61,1040,1339,1565,1039,438,TEACHER
6.71,3.1,4.08,1167,1308,83,0,1381,TEACHER,-7.73,-0.35,3.73,1059,1355,1535,1021,437,TEACHER
6.2,3.49,3.65,1162,1290,80,0,1405,TEACHER,-9.92,-0.47,4.2,1056,1353,1534,1021,434,TEACHER
5.41,3.92,3.49,1161,1285,85,0,1391,TEACHER,-12.43,0.04,4.82,1054,1337,1526,1014,432,TEACHER
8.16,4.47,4.04,1168,1296,80,0,1392,TEACHER,-7.81,1.61,5.02,1033,1334,1531,1013,431,TEACHER
11.18,4.79,4.75,1156,1279,80,0,1392,TEACHER,-8.28,0.16,4,1015,1345,1531,1018,430,TEACHER
9.69,4.94,2.9,1148,1302,76,0,1391,TEACHER,-12.83,1.02,3.49,1035,1344,1530,1019,427,TEACHER
5.73,4.47,2.47,1165,1280,80,0,1401,TEACHER,-13.18,1.53,3.57,1023,1346,1523,1033,432,TEACHER
11.1,3.1,4.47,1173,1283,81,0,1406,TEACHER,-7.45,2.86,4.39,1018,1342,1518,1020,432,TEACHER
8.39,4.2,3.02,1182,1298,85,0,1373,TEACHER,-8.87,2.59,2.63,1017,1341,1535,1033,432,TEACHER
8.94,4.35,3.65,1168,1301,76,0,1399,TEACHER,-9.1,1.8,3.65,1008,1339,1535,1021,432,TEACHER
9.22,3.49,4.12,1166,1279,79,0,1383,TEACHER,-8.59,0.94,5.18,1012,1351,1532,1015,433,TEACHER
7.18,2.59,4.79,1164,1285,81,0,1390,TEACHER,-7.45,0.55,6.67,997,1337,1535,1044,437,TEACHER
6.32,3.1,4.39,1166,1279,98,0,1401,TEACHER,-7.02,-0.08,7.26,979,1341,1601,1057,435,TEACHER
7.85,2.43,4.86,1161,1283,101,0,1405,TEACHER,-4.94,0.47,9.18,986,1358,1629,1060,432,TEACHER
9.02,1.61,6.32,1159,1296,109,0,1376,TEACHER,-6.63,-0.9,10,961,1360,1651,1072,433,TEACHER
8.43,0.35,7.73,1159,1281,110,0,1392,TEACHER,-4.55,-1.45,9.77,951,1363,1665,1077,434,TEACHER
6.79,-1.26,9.06,1174,1285,113,0,1398,TEACHER,-1.8,-2.94,9.34,962,1371,1666,1072,434,TEACHER
13.65,-2.82,20.04,1152,1298,117,0,1381,TEACHER,-7.3,-4.12,10.47,962,1369,1676,1090,430,TEACHER
6.12,-4.2,7.37,1157,1287,114,0,1379,TEACHER,-1.41,-4.31,10.51,957,1366,1673,1089,432,TEACHER
5.73,-2.67,8.79,1131,1280,126,0,1381,TEACHER,-3.18,-4.71,10.36,970,1357,1681,1094,438,TEACHER
6.12,-2.82,8.24,1153,1281,126,0,1392,TEACHER,-2.71,-4.28,9.85,966,1359,1668,1088,441,TEACHER
7.14,-2.71,8.67,1181,1291,117,0,1372,TEACHER,-3.26,-4.35,9.81,964,1359,1695,1099,437,TEACHER
7.65,-2.31,9.1,1154,1303,122,0,1378,TEACHER,-5.96,-4.9,10.87,979,1350,1682,1095,439,TEACHER
11.45,-1.84,9.77,1176,1296,112,0,1392,TEACHER,-8.04,-2.47,10.04,976,1357,1661,1093,437,TEACHER
10.63,-0.31,7.73,1183,1283,115,0,1406,TEACHER,-7.37,-1.06,8.47,992,1358,1633,1072,432,TEACHER
8.83,0.24,6.08,1159,1291,112,0,1375,TEACHER,-6.51,-0.47,6.63,1008,1360,1599,1085,433,TEACHER
8.16,2,4.2,1157,1298,108,0,1408,TEACHER,-6.47,-0.08,5.3,1023,1360,1565,1059,434,TEACHER
6.98,2.67,3.3,1160,1281,96,0,1399,TEACHER,-9.45,0.04,4.98,1047,1373,1567,1067,432,TEACHER
5.49,3.45,3.18,1152,1293,82,0,1379,TEACHER,-9.1,1.26,4.12,1054,1357,1573,1053,434,TEACHER
5.45,4.04,3.92,1152,1291,87,0,1389,TEACHER,-9.96,1.57,4.51,1045,1359,1582,1058,436,TEACHER
7.22,4.43,3.8,1155,1293,77,0,1387,TEACHER,-5.18,2.75,1.22,1060,1349,1566,1056,434,TEACHER
8.75,5.1,3.88,1167,1279,86,0,1395,TEACHER,-7.88,3.06,3.14,1073,1350,1571,1058,437,TEACHER
8.24,5.81,3.65,1153,1279,77,0,1382,TEACHER,-12.79,1.92,2.63,1069,1344,1582,1070,432,TEACHER
6.47,5.02,3.14,1145,1272,80,0,1375,TEACHER,-8.47,2.86,3.96,1069,1349,1578,1055,433,TEACHER
5.3,4.86,2.39,1178,1279,79,0,1405,TEACHER,-11.22,1.57,3.8,1059,1346,1572,1066,434,TEACHER
